arm,block,seed,stage,iteration,evaluations,bestCost,populationSpread,sigma,conditionNumber,distributionExtent,restart
ext-w8,1,120001,0,21075,1348759,623.28801472981775,,3.9274761981822342e-05,1833.9001661610587,8.0462398486836467e-05,14
ext-w8,1,120001,0,21444,1372375,623.28801472981775,,2.2179942359074863e-06,10800.82093504476,4.7024083347920614e-06,14
ext-w8,1,120001,0,21854,1398615,623.28801472981775,,0.0085232641448460596,78.942978567974436,0.019378554871400364,15
ext-w8,1,120001,0,22264,1424855,623.28801472981775,,0.00043279924694814882,2219.4884759979827,0.0010821967119809947,15
ext-w8,1,120001,0,22633,1448471,623.28801472981775,,1.6897916857793359e-05,6795.682112100134,4.1223465246393516e-05,15
ext-w8,1,120001,0,23043,1474711,623.28801472981775,,5.5787000738461709e-06,68073.640792673905,2.6078339377505668e-05,15
ext-w8,1,120001,0,23453,1500951,623.28801472981775,,0.013938257972996344,25.484264890834883,0.020932199541412441,16
ext-w8,1,120001,0,23822,1524567,623.28801472981775,,0.00043072012109174812,525.37505400186376,0.00094792385729396112,16
ext-w8,1,120001,0,24232,1550807,623.28801472981775,,2.1176042743389511e-05,14191.464349139962,6.1149327681001589e-05,16
ext-w8,1,120001,0,24642,1577047,623.28801472981775,,0.064175280527480602,5.2529472308433336,0.10165766020232957,17
ext-w8,1,120001,0,25011,1600663,623.28801472981775,,0.0068837368495574744,331.46386698705692,0.025019743428455733,17
ext-w8,1,120001,0,25421,1626903,623.28801472981775,,2.5467554691536679e-05,1791.6533609417138,6.8829789205818089e-05,17
ext-w8,1,120001,0,25831,1653143,623.28801472981775,,0.03470745004363756,5.1565693186097024,0.048147645833327722,18
ext-w8,1,120001,0,26200,1676759,623.28801472981775,,0.00066253873595029339,171.34305957121794,0.0012771520891221642,18
ext-w8,1,120001,0,26610,1702999,623.28801472981775,,1.4523578605012628e-05,965.3551537286279,3.0607570033279517e-05,18
ext-w8,1,120001,0,27020,1729239,623.28801472981775,,0.13586217389268299,2.0598004932446834,0.16143570189669065,19
ext-w8,1,120001,0,27389,1752855,623.28801472981775,,0.0018739051764303139,55.9477431680168,0.0040867069262454665,19
ext-w8,1,120001,0,27799,1779095,623.28801472981775,,0.0013686863287743446,2309.2975576473168,0.0055653288690610233,19
ext-w8,1,120001,0,28209,1805335,623.28801472981775,,9.6433588695609303e-06,10712.42381262412,3.6868101534208328e-05,19
ext-w8,1,120001,0,28578,1828951,623.28801472981775,,0.27415146899331488,2.8593359431487713,0.36877324110723569,20
ext-w8,1,120001,0,28988,1855191,623.28801472981775,,0.0051163148485387925,204.88829855102625,0.012590597174720879,20
ext-w8,1,120001,0,29398,1881431,623.28801472981775,,0.0031362787616383424,921.54494456394036,0.00661037826896095,20
ext-w8,1,120001,0,29767,1905047,623.28801472981775,,5.0209776497808801e-05,3798.5727142737378,0.00010717003593905382,20
ext-w8,1,120001,0,30177,1931287,623.28801472981775,,0.24289427570271852,2.7636806890470527,0.33025201648234248,21
ext-w8,1,120001,0,30587,1957527,623.28801472981775,,0.0079086464081055009,327.16515237236615,0.017934649384481055,21
ext-w8,1,120001,0,30997,1983767,623.28801472981775,,0.00023996792908028002,1476.499346847879,0.00048031985598251425,21
ext-w8,1,120001,0,31366,2007383,623.28801472981775,,4.0870164054956679e-05,54351.612836312874,9.2289955943483833e-05,21
ext-w8,1,120001,0,31776,2033623,623.28801472981775,,0.25243714880465407,1.0613408895863075,0.25256089643195401,22
ext-w8,1,120001,0,32186,2059863,623.28801472981775,,0.0052962184863220921,169.07951812463128,0.016414230507603267,22
ext-w8,1,120001,0,32555,2083479,623.28801472981775,,0.00024413048984929327,1104.1442886478453,0.00082987246077508427,22
ext-w8,1,120001,0,32965,2109719,623.28801472981775,,4.7032336424016537e-06,8515.157509094448,1.6112343871448854e-05,22
ext-w8,1,120001,0,33375,2135959,623.28801472981775,,0.045607565560053277,5.3528304297733698,0.060136803187923547,23
ext-w8,1,120001,0,33744,2159575,623.28801472981775,,0.0035536093395086834,213.56380981615658,0.0075246665564943638,23
ext-w8,1,120001,0,34154,2185815,623.28801472981775,,0.0018739725026808071,480.1977262696044,0.0041445778164434267,23
ext-w8,1,120001,0,34564,2212055,623.28801472981775,,8.0949402202963294e-06,2145.1801729210874,1.6735778580343956e-05,23
ext-w8,1,120001,0,34933,2235671,623.28801472981775,,0.20553361591603198,3.4227470951081025,0.2868421600222838,24
ext-w8,1,120001,0,35343,2261911,623.28801472981775,,0.020017264238568245,160.89658259776999,0.040932249483257167,24
ext-w8,1,120001,0,35753,2288151,623.28801472981775,,0.0020194748759472911,2069.4101358480502,0.0048159131754392627,24
ext-w8,1,120001,0,36122,2311767,623.28801472981775,,3.6699780475471566e-05,15939.702094983679,8.6069175545209207e-05,24
ext-w8,1,120001,0,36532,2338007,623.28801472981775,,1.5806526500857614e-06,16883.387925538809,3.6659998372038379e-06,24
ext-w8,1,120001,0,36942,2364247,623.28801472981775,,0.023569337412316416,9.2989936958960868,0.033287197495384058,25
ext-w8,1,120001,0,37311,2387863,623.28801472981775,,0.007432466627128962,1461.1154690376818,0.025268248111697589,25
ext-w8,1,120001,0,37721,2414103,623.28801472981775,,8.3915365612467343e-05,4788.6978965121234,0.00019125916899293948,25
ext-w8,1,120001,0,38131,2440343,623.28801472981775,,4.6725402086962178e-06,39114.280535456906,1.1461215275269996e-05,25
ext-w8,1,120001,0,38500,2463959,623.28801472981775,,0.026580854061209969,9.3211361744610883,0.038751539175170643,26
ext-w8,1,120001,0,38910,2490199,623.28801472981775,,0.00020751520574714482,135.07516811651701,0.00038574704511497147,26
ext-w8,1,120001,0,39320,2516439,623.28801472981775,,1.3138248124683281e-05,3634.6748665935861,2.6878757822331688e-05,26
ext-w8,1,120001,0,39689,2540055,623.28801472981775,,3.6478470205841909e-06,12309.794610224222,8.0752399944740024e-06,26
ext-w8,1,120001,0,40099,2566295,623.28801472981775,,0.006790110848315772,35.170146727065145,0.013093172939123257,27
ext-w8,1,120001,0,40509,2592535,623.28801472981775,,0.00077598963684847862,3157.8779816079709,0.0037493506877433825,27
ext-w8,1,120001,0,40919,2618775,623.28801472981775,,6.375562731812114e-06,21213.263601912109,3.4587975694951712e-05,27
ext-w8,1,120001,0,41288,2642391,623.28801472981775,,5.2257801285407508e-06,34710.174779434376,2.9153234607344453e-05,27
ext-w8,1,120001,0,41698,2668631,623.28801472981775,,0.013296881861870382,62.225287875512109,0.025874841713283969,28
ext-w8,1,120001,0,42108,2694871,623.28801472981775,,0.00029747976312651783,327.91416140506698,0.00056969135144263649,28
ext-w8,1,120001,0,42477,2718487,623.28801472981775,,5.8058784390153432e-06,3277.452650687907,1.308682146374585e-05,28
ext-w8,1,120001,0,42887,2744727,623.28801472981775,,0.11724130914201979,4.0863571814705173,0.16512132938247159,29
ext-w8,1,120001,0,43297,2770967,623.28801472981775,,0.0034205262171627536,268.13339138898743,0.0076006675066228047,29
ext-w8,1,120001,0,43666,2794583,623.28801472981775,,0.00086759430500926813,2167.8757630807017,0.0029334420450358081,29
ext-w8,1,120001,0,44076,2820823,623.28801472981775,,2.8950697325206759e-05,15575.232094492207,9.4693467909893512e-05,29
ext-w8,1,120001,0,44486,2847063,623.28801472981775,,0.00023763243887385782,1479064.7582003446,0.0023049293900941127,29
ext-w8,1,120001,0,44855,2870679,623.28801472981775,,0.002020159788412385,724871.04883399152,0.0091778951013812473,29
ext-w8,1,120001,0,45265,2896919,623.28801472981775,,4.7002912372618497e-05,488861.54356201796,0.00013830998707630202,29
ext-w8,1,120001,0,45675,2923159,623.28801472981775,,2.9101133703707267e-06,524595.45488515322,7.7791539999071965e-06,29
ext-w8,1,120001,0,46044,2946775,623.28801472981775,,0.013417934218412187,61.903167843929388,0.024032689241889948,30
ext-w8,1,120001,0,46454,2973015,623.28801472981775,,0.00042233417732869634,699.30970534560277,0.00078769121976748804,30
ext-w8,1,120001,0,46864,2999255,623.28801472981775,,8.3675817237981634e-06,6352.7255610779921,1.8405163469853279e-05,30
ext-w8,1,120001,0,47233,3022871,623.28801472981775,,0.093517442148648558,2.9047526707486289,0.12160775589414546,31
ext-w8,1,120001,0,47643,3049111,623.28801472981775,,0.0051530821769026833,599.74395908109204,0.021920664647877536,31
ext-w8,1,120001,0,48024,3073495,622.28458658854163,,5.2817111225083559e-05,4180.1895069007014,0.00025007242442576992,31
ext-w8,1,120001,0,48422,3098967,622.26701482137048,,6.9305730026719956e-06,17431.267951120077,3.5597148058416118e-05,31
ext-w8,1,120001,0,48832,3125207,622.26701482137048,,0.021855419011996832,133.3342998999899,0.044767725318702649,32
ext-w8,1,120001,0,49242,3151447,622.26701482137048,,0.00033381411766522065,3331.1268531014534,0.00071071451835985719,32
ext-w8,1,120001,0,49611,3175063,622.26701482137048,,1.834148274331204e-05,11406.070450425532,3.9732169405570753e-05,32
ext-w8,1,120001,0,50021,3201303,622.26701482137048,,6.1631763952578857e-05,2912123.587732119,0.00035728061826301058,32
ext-w8,1,120001,0,50431,3227543,622.26701482137048,,9.4985197286596442e-05,10645084.556581507,0.00047638210221277277,32
ext-w8,1,120001,0,50841,3253783,622.26701482137048,,1.4550224061532496e-05,21425422.500092033,7.8928822464822485e-05,32
ext-w8,1,120001,0,51210,3277399,622.26701482137048,,8.95465781056836e-06,11805634.840620831,3.4336450893860461e-05,32
ext-w8,1,120001,0,51620,3303639,622.26701482137048,,0.0046102790722703678,261.09213380112766,0.0096937698846251679,33
ext-w8,1,120001,0,52030,3329879,622.26701482137048,,0.00032196109226748478,4579.768066758058,0.00098961084857967694,33
ext-w8,1,120001,0,52399,3353495,622.26701482137048,,1.2029106607105189e-05,8959.2505054074427,2.9753379898029895e-05,33
ext-w8,1,120001,0,52809,3379735,622.26701482137048,,0.077693193707517455,5.0359949009959131,0.10631185553797261,34
ext-w8,1,120001,0,53219,3405975,622.26701482137048,,0.0019167859799863842,378.72272499664342,0.0054782837903232587,34
ext-w8,1,120001,0,53588,3429591,622.26701482137048,,0.00010142935898653903,2667.0211250309562,0.00026980547231449483,34
ext-w8,1,120001,0,53998,3455831,622.26701482137048,,4.0235275890881208e-06,3862.1126580443643,1.0477708611708317e-05,34
ext-w8,1,120001,0,54408,3482071,622.26701482137048,,0.014076859655817816,9.1714404482518397,0.022164822779910529,35
ext-w8,1,120001,0,54777,3505687,622.26701482137048,,0.0045802036730041408,999.3279887155511,0.018918437850556628,35
ext-w8,1,120001,0,55187,3531927,622.26701482137048,,7.3761414435924327e-05,16435.426063152499,0.00037465979721004695,35
ext-w8,1,120001,0,55597,3558167,622.26701482137048,,1.0957056178140389e-05,27310.327758970743,6.4916819128700578e-05,35
ext-w8,1,120001,0,55966,3581783,622.26701482137048,,0.074552785259467513,3.5923748531871258,0.098372510725321882,36
ext-w8,1,120001,0,56376,3608023,622.26701482137048,,0.0011511524345619681,128.25495928048321,0.0021304995127421891,36
ext-w8,1,120001,0,56786,3634263,622.26701482137048,,2.1646176405671655e-05,3243.149167212729,4.0924170239776028e-05,36
ext-w8,1,120001,0,57155,3657879,622.26701482137048,,0.19229525179527845,1.3112395258220744,0.20379787628462814,37
ext-w8,1,120001,0,57565,3684119,622.26701482137048,,0.0062934871156570919,243.48293867298185,0.022443153047058288,37
ext-w8,1,120001,0,57975,3710359,622.26701482137048,,0.00012805212646729093,6913.9068556935663,0.00070000722319875537,37
ext-w8,1,120001,0,58344,3733975,622.26701482137048,,8.7372318052398281e-06,73508.371545796166,5.1542721493909473e-05,37
ext-w8,1,120001,0,58754,3760215,622.26701482137048,,0.011328540937156623,27.191061587437147,0.017445748804479178,38
ext-w8,1,120001,0,59164,3786455,622.26701482137048,,0.0014473910557385675,3671.7821380858177,0.0069571843004094889,38
ext-w8,1,120001,0,59533,3810071,622.26701482137048,,5.7273879990673184e-05,23013.386013992655,0.00019420003459449947,38
ext-w8,1,120001,0,59943,3836311,622.26701482137048,,1.1718879488012954e-05,51727.88583374783,5.0954331185395196e-05,38
ext-w8,1,120001,0,60353,3862551,622.26701482137048,,8.0637445985997719e-06,74958.854395761882,3.1929176582582316e-05,38
ext-w8,1,120001,0,60763,3888791,622.26701482137048,,0.013982968826712449,54.213780735728029,0.028744811797677704,39
ext-w8,1,120001,0,61132,3912407,622.26701482137048,,0.00027954741787018762,375.49797925207349,0.00064879762396535486,39
ext-w8,1,120001,0,61542,3938647,622.26701482137048,,1.0850210458329801e-05,3994.4150191530453,2.5518552871067309e-05,39
ext-w8,1,120001,0,61952,3964887,622.26701482137048,,0.079538094344631799,4.2846504919391402,0.11788760956360751,40
ext-w8,1,120001,0,62321,3988503,622.26701482137048,,0.0027640887409593135,148.51793987688069,0.0062793089829597682,40
ext-w8,1,120001,0,62731,4014743,622.26701482137048,,1.4929551413405454e-05,743.63816735198873,3.3272315469899067e-05,40
ext-w8,1,120001,0,63141,4040983,622.26701482137048,,0.057529763846305024,4.633142491100446,0.083604777898475285,41
ext-w8,1,120001,0,63510,4064599,622.26701482137048,,0.0047724851154405746,361.37737640990235,0.014342688249314344,41
ext-w8,1,120001,0,63920,4090839,622.26701482137048,,0.00057864827314516498,6083.0507629735612,0.0029110766599469932,41
ext-w8,1,120001,0,64330,4117079,622.26701482137048,,3.2042473020247918e-06,6269.7789423522836,1.1885641114651401e-05,41
ext-w8,1,120001,0,64699,4140695,622.26701482137048,,6.4043061139885566e-07,7544.4699502808626,2.1872025071788123e-06,41
ext-w8,1,120001,0,65109,4166935,622.26701482137048,,0.0065150539737759798,45.020899467994077,0.011736058632726734,42
ext-w8,1,120001,0,65519,4193175,622.26701482137048,,0.00056896017626772489,1240.1468203063134,0.0018813178140745939,42
ext-w8,1,120001,0,65888,4216791,622.26701482137048,,6.1407445855212461e-06,4292.9336250290598,2.0198898397690539e-05,42
ext-w8,1,120001,0,66298,4243031,622.26701482137048,,0.15940612500520873,2.4755101409242033,0.20039559878716184,43
ext-w8,1,120001,0,66708,4269271,622.26701482137048,,0.0052281958326594567,670.59516126659855,0.023226349721950808,43
ext-w8,1,120001,0,67077,4292887,622.26701482137048,,6.1921007053453042e-05,2233.6947660622732,0.0001863301414207856,43
ext-w8,1,120001,0,67487,4319127,622.26701482137048,,2.1141834318287867e-05,31736.129519904378,0.00015486417818566335,43
ext-w8,1,120001,0,67897,4345367,622.26701482137048,,1.666959921164295e-05,173169.07813454588,0.00019141221672231069,43
ext-w8,1,120001,0,68266,4368983,622.26701482137048,,3.2546356771860932e-05,2276485.9876607899,0.00055476726247047511,43
ext-w8,1,120001,0,68676,4395223,622.26701482137048,,1.1332807783209801e-05,978801.47740894102,6.3115792553704016e-05,43
ext-w8,1,120001,0,69086,4421463,622.26701482137048,,0.078504393709962178,3.4184523012237173,0.10187513595238207,44
ext-w8,1,120001,0,69455,4445079,622.26701482137048,,0.0057038994649834937,520.03141812331717,0.020433146769888402,44
ext-w8,1,120001,0,69865,4471319,622.26701482137048,,0.0001619667519722944,5372.8668676794778,0.00057825204318549936,44
ext-w8,1,120001,0,70275,4497559,622.26701482137048,,5.6621405081823556e-06,22785.158833196088,2.3331542064908579e-05,44
ext-w8,1,120001,0,70685,4523799,622.26701482137048,,0.22429278432759844,3.4187352358964107,0.3149822885553818,45
ext-w8,1,120001,0,71054,4547415,622.26701482137048,,0.0064029648801672487,255.35639102313499,0.013091537044573946,45
ext-w8,1,120001,0,71464,4573655,622.26701482137048,,0.00017387571556631276,3448.9394853657182,0.0003739274203359231,45
ext-w8,1,120001,0,71874,4599895,622.26701482137048,,3.1558549437276287e-06,5906.8828203590047,6.4444664001388846e-06,45
ext-w8,1,120001,0,72243,4623511,622.26701482137048,,0.0065003102660811888,32.903662476286875,0.013610931876314842,46
ext-w8,1,120001,0,72653,4649751,622.26701482137048,,0.00022840471266055338,1600.3341507085197,0.00084013039845617313,46
ext-w8,1,120001,0,73063,4675991,622.26701482137048,,2.5264448416466622e-06,4449.7143618792607,1.0035970420749156e-05,46
ext-w8,1,120001,0,73432,4699607,622.26701482137048,,0.012068376239077375,26.849541729009882,0.024024115091337225,47
ext-w8,1,120001,0,73842,4725847,622.26701482137048,,0.00080829036591872981,1339.3806380437554,0.0033230037823069394,47
ext-w8,1,120001,0,74252,4752087,622.26701482137048,,4.7235745492951002e-06,13695.105886790685,1.8019089640398591e-05,47
ext-w8,1,120001,0,74621,4775703,622.26701482137048,,0.017496094228802894,15.164720013528655,0.024188456904152042,48
ext-w8,1,120001,0,75031,4801943,622.26701482137048,,0.00020324489835575656,205.12884097656885,0.00033347382294831793,48
ext-w8,1,120001,0,75441,4828183,622.26701482137048,,9.5774471831311162e-06,2934.9879097180155,1.9955713254501483e-05,48
ext-w8,1,120001,0,75810,4851799,622.26701482137048,,0.064447397178459223,4.4911971377009587,0.090570461574576988,49
ext-w8,1,120001,0,76220,4878039,622.26701482137048,,0.0037091404137178439,1092.2203902747074,0.0083502145966869636,49
ext-w8,1,120001,0,76630,4904279,622.26701482137048,,0.00017800428240922873,13235.320796811224,0.00042056189819940739,49
ext-w8,1,120001,0,76999,4927895,622.26701482137048,,1.3045075260260453e-05,14270.107476349196,2.8194571597437522e-05,49
ext-w8,1,120001,0,77409,4954135,622.26701482137048,,0.22028304002067919,2.6568318074369639,0.30334816931143271,50
ext-w8,1,120001,0,77819,4980375,622.26701482137048,,0.0073096554393447966,210.41255961458509,0.015937435530500151,50
ext-w8,1,120001,0,78188,5003991,622.26701482137048,,0.00059461155744224817,1314.5207599354476,0.0014483623709974354,50
ext-w8,1,120001,0,78598,5030231,622.26701482137048,,1.473182777636565e-05,10967.527047225471,3.5293247511439081e-05,50
ext-w8,1,120001,0,79008,5056471,622.26701482137048,,3.1807592364293802e-05,1114564.7866098308,0.00022328885040802537,50
ext-w8,1,120001,0,79377,5080087,622.26701482137048,,1.3035508475274277e-05,1248203.4129694602,5.4488676249462939e-05,50
ext-w8,1,120001,0,79787,5106327,622.26701482137048,,2.8418552533802539e-06,837975.59580339282,8.1928984961463728e-06,50
ext-w8,1,120001,0,80197,5132567,622.26701482137048,,0.01235317101035969,18.606132975568048,0.020076024316493586,51
ext-w8,1,120001,0,80607,5158807,622.26701482137048,,0.00033939388235154129,1615.4371073966768,0.0013524577282880575,51
ext-w8,1,120001,0,80976,5182423,622.26701482137048,,6.3187878509915183e-06,4915.890350498461,2.6394731581944233e-05,51
ext-w8,1,120001,0,81386,5208663,622.26701482137048,,0.018849345075810039,7.4953509053791674,0.026888645826989407,52
ext-w8,1,120001,0,81796,5234903,622.26701482137048,,0.00099972319687669496,824.28608294351091,0.0035919142711232687,52
ext-w8,1,120001,0,82165,5258519,622.26701482137048,,1.0649136722507806e-05,3689.5412777984188,3.3894384603829271e-05,52
ext-w8,1,120001,0,82575,5284759,622.26701482137048,,0.16554845900023238,3.425579012289671,0.22308386268488195,53
ext-w8,1,120001,0,82985,5310999,622.26701482137048,,0.0035362965471538695,183.03116962652959,0.0073065871474900287,53
ext-w8,1,120001,0,83354,5334615,622.26701482137048,,0.0076902477405045924,5127.6518899137054,0.035042265878866365,53
ext-w8,1,120001,0,83764,5360855,622.26701482137048,,0.0010828599506824989,8382.9019725112539,0.0032196247681945283,53
ext-w8,1,120001,0,84174,5387095,622.26701482137048,,6.4525097383091823e-06,11210.521122251741,1.5906510932474501e-05,53
ext-w8,1,120001,0,84543,5410711,622.26701482137048,,0.027930995631156363,7.1482845055709863,0.039411017665037615,54
ext-w8,1,120001,0,84953,5436951,622.26701482137048,,0.00086060221123302188,425.4955025999754,0.0021324854194696642,54
ext-w8,1,120001,0,85363,5463191,622.26701482137048,,9.8534499639576585e-06,2659.1955028152524,2.6477748249430854e-05,54
ext-w8,1,120001,0,85732,5486807,622.26701482137048,,0.16202297570266011,2.4619021619826107,0.20750540286111946,55
ext-w8,1,120001,0,86142,5513047,622.26701482137048,,0.0095181564463584171,85.599554995811985,0.020403909751927268,55
ext-w8,1,120001,0,86552,5539287,622.26701482137048,,0.00014012603415501014,2333.0348767186952,0.00044242316080884004,55
ext-w8,1,120001,0,86921,5562903,622.26701482137048,,3.1660953585593742e-06,10420.511889640031,1.0830613550350237e-05,55
ext-w8,1,120001,0,87331,5589143,622.26701482137048,,0.019296148899407145,9.1145953026215629,0.028081748085750684,56
ext-w8,1,120001,0,87741,5615383,622.26701482137048,,0.00026147486843998614,575.61895486190633,0.00082087618881641032,56
ext-w8,1,120001,0,88110,5638999,622.26701482137048,,6.9810543789342954e-06,2483.7903335107412,2.2587004790661055e-05,56
ext-w8,1,120001,0,88520,5665239,622.26701482137048,,0.0077177751840264491,156.07191917893152,0.019569194739398599,57
ext-w8,1,120001,0,88930,5691479,622.26701482137048,,0.00047082467762435892,1116.8281408458586,0.0012502073678001392,57
ext-w8,1,120001,0,89299,5715095,622.26701482137048,,9.7382572880742692e-06,3935.477632936766,2.6813050993376973e-05,57
ext-w8,1,120001,0,89709,5741335,622.26701482137048,,0.020112667812097682,13.530746501912766,0.031892927980067168,58
ext-w8,1,120001,0,90119,5767575,622.26701482137048,,0.00038000865455177648,351.19181682808744,0.00084038851651823364,58
ext-w8,1,120001,0,90529,5793815,622.26701482137048,,4.6083855619063966e-06,1481.0273754069301,9.4730578926437587e-06,58
ext-w8,1,120001,0,90898,5817431,622.26701482137048,,0.0078323322678480883,17.601926732807886,0.012540396920011342,59
