arm,block,seed,iteration,evaluations,bestCost,populationSpread,sigma,conditionNumber
cmaes-single,1,111001,1117,1143808,911.22253672281897,,0.946282550072305,42548953919.692116
cmaes-single,1,111001,1142,1169408,911.22253672281897,,0.90511503890995038,49136941440.236977
cmaes-single,1,111001,1166,1193984,911.22253672281897,,0.89157113611511152,57746270229.19281
cmaes-single,1,111001,1191,1219584,911.22232818603516,,0.75053552020724457,67514793608.491638
cmaes-single,1,111001,1216,1245184,911.22232818603516,,0.69232024718656815,78964825486.374176
cmaes-single,1,111001,1241,1270784,911.22232818603516,,0.62544822853611248,87831828198.928314
cmaes-single,1,111001,1266,1296384,911.22232818603516,,0.63143337526526799,100464753121.96516
cmaes-single,1,111001,1290,1320960,911.22232818603516,,0.68385042303666566,102885515565.47208
cmaes-single,1,111001,1315,1346560,911.22232818603516,,0.74819304872539982,108230751143.84877
cmaes-single,1,111001,1340,1372160,911.22232818603516,,0.76281912883506064,115983010464.63477
cmaes-single,1,111001,1365,1397760,911.22232818603516,,0.75757217156494583,121185733431.5442
cmaes-single,1,111001,1390,1423360,911.22232818603516,,0.73244596357647784,119538849005.86621
cmaes-single,1,111001,1408,1441792,911.22232818603516,,0.61896555022316668,131285690090.84174
cmaes-ipop,1,111001,1,1024,17388.415322621662,,0.28721553943396272,1.1159929067231362
cmaes-ipop,1,111001,5,5120,2801.6680285135903,,0.38228161713046671,1.8933204842774998
cmaes-ipop,1,111001,10,10240,2211.7227045694985,,0.7066011981952024,2.6954569674564444
cmaes-ipop,1,111001,20,20480,1871.0012817382812,,0.78762274318849601,3.1658222035133661
cmaes-ipop,1,111001,25,25600,1871.0012817382812,,0.7524858558092562,3.2465303601986624
cmaes-ipop,1,111001,40,40960,1812.9500910441081,,0.6533180136512885,4.6654931107552544
cmaes-ipop,1,111001,50,51200,1655.1579615275066,,0.58514588265509682,5.3647494509423241
cmaes-ipop,1,111001,75,76800,1581.4470761617024,,0.44600122721524527,7.1939324599047811
cmaes-ipop,1,111001,80,81920,1581.4470761617024,,0.41253122577658224,7.8146240396425855
cmaes-ipop,1,111001,100,102400,1486.6555887858074,,0.37834343024246708,24.807444585529801
cmaes-ipop,1,111001,125,128000,1418.8303337097168,,0.35216882306550173,57.761948024903532
cmaes-ipop,1,111001,149,152576,1381.3376108805339,,0.38787317742480615,258.778587688573
cmaes-ipop,1,111001,160,163840,1362.3163274129231,,0.40281525769269483,439.83834863764145
cmaes-ipop,1,111001,174,178176,1325.6680246988933,,0.39019886567206274,738.94472798413278
cmaes-ipop,1,111001,199,203776,1285.430965423584,,0.4173679717508037,1176.1896615590747
cmaes-ipop,1,111001,224,229376,1222.619686126709,,0.46899960965065807,1760.7114817227639
cmaes-ipop,1,111001,249,254976,1166.7141024271648,,0.57605480873828185,3204.1722803718353
cmaes-ipop,1,111001,255,261120,1135.2002792358398,,0.63441369488704802,3771.8381257865608
cmaes-ipop,1,111001,273,279552,1104.8423309326172,,0.6317899478995419,4125.8595183493171
cmaes-ipop,1,111001,298,305152,1065.3084780375164,,0.66064123534616204,5269.9944919797163
cmaes-ipop,1,111001,323,330752,1035.0683809916179,,0.73146787433734151,7584.8046694902923
cmaes-ipop,1,111001,348,356352,1011.799378712972,,1.1628915629787799,8043.9616571216502
cmaes-ipop,1,111001,373,381952,988.4908777872721,,1.058303590848866,10555.567795918258
cmaes-ipop,1,111001,397,406528,965.53936386108398,,1.3682973702754535,20004.081807893883
cmaes-ipop,1,111001,422,432128,940.40614064534509,,1.6722394048729061,7530.451146486992
cmaes-ipop,1,111001,447,457728,929.43830998738611,,1.4412113650650407,7600.0741990253255
cmaes-ipop,1,111001,472,483328,920.68233871459961,,1.7442063999324526,10619.493426964398
cmaes-ipop,1,111001,497,508928,916.75881195068359,,1.6228889407636018,15219.268956182163
cmaes-ipop,1,111001,521,533504,913.63579686482751,,1.3503042179976397,26049.536102215032
cmaes-ipop,1,111001,546,559104,913.1734949747721,,1.2602755772105581,44109.427968838696
cmaes-ipop,1,111001,571,584704,912.66681543985999,,1.2010433309533488,122045.60892348677
cmaes-ipop,1,111001,596,610304,912.22276560465491,,1.0478908780793648,307090.36543577729
cmaes-ipop,1,111001,621,635904,912.10223642985022,,1.0666225414265342,607477.90643773647
cmaes-ipop,1,111001,645,660480,911.84264882405603,,0.92432203259526091,963383.64675135072
cmaes-ipop,1,111001,670,686080,911.77861913045251,,0.82256780810869012,1501270.7460705771
cmaes-ipop,1,111001,695,711680,911.68539301554358,,0.79725918420726616,2080507.8186428456
cmaes-ipop,1,111001,720,737280,911.62182998657227,,0.81656362779664149,4156107.9452362922
cmaes-ipop,1,111001,745,762880,911.50388209025061,,0.72772014004921737,6026951.5215753866
cmaes-ipop,1,111001,769,787456,911.45518620808923,,0.72335878094762107,10469843.380011898
cmaes-ipop,1,111001,794,813056,911.42973709106445,,0.72071336678218001,24733851.595486231
cmaes-ipop,1,111001,819,838656,911.34763971964514,,0.72809661576442375,44748513.61841204
cmaes-ipop,1,111001,844,864256,911.29251098632812,,0.89474723108329468,65290003.106067546
cmaes-ipop,1,111001,869,889856,911.27102279663086,,0.90399561417775232,118982471.05021749
cmaes-ipop,1,111001,893,914432,911.25617090860999,,0.86145718185518305,182617058.87192893
cmaes-ipop,1,111001,918,940032,911.24441528320312,,0.9377543637609036,255655316.52289721
cmaes-ipop,1,111001,943,965632,911.24237187703454,,0.96736002919555797,459175615.68100536
cmaes-ipop,1,111001,968,991232,911.23749796549475,,0.92173406050449092,1459610234.7946987
cmaes-ipop,1,111001,993,1016832,911.23214213053382,,0.94096724080241445,2677362775.2310586
cmaes-ipop,1,111001,1017,1041408,911.22966639200843,,0.88588038257812907,5059391055.5539179
cmaes-ipop,1,111001,1042,1067008,911.22380574544275,,0.98089594692616744,12565823959.096512
cmaes-ipop,1,111001,1067,1092608,911.22289148966468,,0.8995796548835302,20056008623.133041
cmaes-ipop,1,111001,1092,1118208,911.22253672281897,,0.95109243132352395,29927260055.634068
cmaes-ipop,1,111001,1117,1143808,911.22253672281897,,0.946282550072305,42548953919.692116
cmaes-ipop,1,111001,1142,1169408,911.22253672281897,,0.90511503890995038,49136941440.236977
cmaes-ipop,1,111001,1166,1193984,911.22253672281897,,0.89157113611511152,57746270229.19281
cmaes-ipop,1,111001,1191,1219584,911.22232818603516,,0.75053552020724457,67514793608.491638
cmaes-ipop,1,111001,1216,1245184,911.22232818603516,,0.69232024718656815,78964825486.374176
cmaes-ipop,1,111001,1241,1270784,911.22232818603516,,0.62544822853611248,87831828198.928314
cmaes-ipop,1,111001,1266,1296384,911.22232818603516,,0.63143337526526799,100464753121.96516
cmaes-ipop,1,111001,1290,1320960,911.22232818603516,,0.68385042303666566,102885515565.47208
cmaes-ipop,1,111001,1315,1346560,911.22232818603516,,0.74819304872539982,108230751143.84877
cmaes-ipop,1,111001,1340,1372160,911.22232818603516,,0.76281912883506064,115983010464.63477
cmaes-ipop,1,111001,1365,1397760,911.22232818603516,,0.75757217156494583,121185733431.5442
cmaes-ipop,1,111001,1390,1423360,911.22232818603516,,0.73244596357647784,119538849005.86621
cmaes-ipop,1,111001,1411,1447936,911.22232818603516,,0.46026085493385882,2.2047058751900788
cmaes-ipop,1,111001,1424,1474560,911.22232818603516,,0.65651411503600343,6.3470490403481463
cmaes-ipop,1,111001,1436,1499136,911.22232818603516,,0.68618308169865994,11.125565368096002
cmaes-ipop,1,111001,1449,1525760,911.22232818603516,,0.68003234785912992,10.943693161374151
cmaes-ipop,1,111001,1461,1550336,911.22232818603516,,0.67068183662237257,11.308481735548433
cmaes-ipop,1,111001,1473,1574912,911.22232818603516,,0.65205016152835216,17.438582136762111
cmaes-ipop,1,111001,1486,1601536,911.22232818603516,,0.70407951038438177,67.094769977762184
cmaes-ipop,1,111001,1498,1626112,911.22232818603516,,0.78276797435396595,143.54787264365265
cmaes-ipop,1,111001,1511,1652736,911.22232818603516,,0.8542018523613073,202.95292116473468
cmaes-ipop,1,111001,1523,1677312,911.22232818603516,,0.91434644318405833,391.39361054956555
cmaes-ipop,1,111001,1535,1701888,911.22232818603516,,0.9730259832163517,706.48874497474435
cmaes-ipop,1,111001,1548,1728512,911.22232818603516,,1.0769849383833874,1058.0520883723316
cmaes-ipop,1,111001,1560,1753088,911.22232818603516,,1.2248651541188758,1197.5976049137018
cmaes-ipop,1,111001,1573,1779712,911.22232818603516,,1.5013411155375005,1697.7014191358689
cmaes-ipop,1,111001,1585,1804288,911.22232818603516,,1.6606434759584785,2065.3187949058351
cmaes-ipop,1,111001,1597,1828864,911.22232818603516,,1.9259612042814516,2612.790919307889
cmaes-ipop,1,111001,1610,1855488,911.22232818603516,,2.3137092112516711,2790.0541536199235
cmaes-ipop,1,111001,1622,1880064,911.22232818603516,,2.9181388540949698,2559.3764604264702
cmaes-ipop,1,111001,1635,1906688,911.22232818603516,,3.4370474623685219,2960.1070742666061
cmaes-ipop,1,111001,1647,1931264,911.22232818603516,,3.830167903892312,4069.6588710861797
cmaes-ipop,1,111001,1659,1955840,911.22232818603516,,4.3489878647594571,10005.47141312217
cmaes-ipop,1,111001,1672,1982464,911.22232818603516,,4.9548815364240602,22705.917008596625
cmaes-ipop,1,111001,1684,2007040,911.22232818603516,,5.5378377983817817,32386.061226451478
cmaes-ipop,1,111001,1697,2033664,911.22232818603516,,6.2231048232618367,44533.712190392092
cmaes-ipop,1,111001,1709,2058240,909.37510935465491,,6.7624237996941785,61034.820868120005
cmaes-ipop,1,111001,1721,2082816,902.54684829711914,,7.5220811496580549,93967.69344796268
cmaes-ipop,1,111001,1734,2109440,899.89742914835608,,11.308593548842282,148156.33597937561
cmaes-ipop,1,111001,1746,2134016,895.55303955078125,,15.167427928734318,170148.30636854062
cmaes-ipop,1,111001,1759,2160640,891.35385131835938,,19.477938735327665,203989.46706949826
cmaes-ipop,1,111001,1771,2185216,888.97558975219727,,19.775733818056537,295260.80464789149
cmaes-ipop,1,111001,1784,2211840,886.28913497924805,,21.080243137929269,392376.68491461844
cmaes-ipop,1,111001,1796,2236416,884.62245051066077,,21.41761129696139,602795.43492186279
cmaes-ipop,1,111001,1808,2260992,883.65412394205725,,25.84461915339601,859844.06185897975
cmaes-ipop,1,111001,1821,2287616,882.89836502075195,,34.604332793816027,745559.9743657643
cmaes-ipop,1,111001,1833,2312192,881.70803960164392,,48.569140952983872,505180.99908550765
cmaes-ipop,1,111001,1846,2338816,880.93759791056311,,72.963273778395603,371604.56759075308
cmaes-ipop,1,111001,1858,2363392,879.784922281901,,74.444334532194702,384919.05078124336
cmaes-ipop,1,111001,1870,2387968,878.72153345743811,,71.044915545208639,529751.69553598366
cmaes-ipop,1,111001,1883,2414592,877.70172246297204,,70.064641004620654,763210.78289277712
cmaes-ipop,1,111001,1895,2439168,877.65534210205078,,70.220642015626723,994493.97140077315
cmaes-ipop,1,111001,1908,2465792,877.58350499471032,,71.883288911802126,1295144.8716603599
cmaes-ipop,1,111001,1920,2490368,877.30122502644861,,75.053413642521434,1537367.2109733191
cmaes-ipop,1,111001,1932,2514944,877.10682042439782,,74.024206074937325,1681784.3718701063
cmaes-ipop,1,111001,1945,2541568,876.79548136393225,,71.429707877533602,1935883.3966112987
cmaes-ipop,1,111001,1957,2566144,876.62236277262366,,72.522486193672506,2091775.6787612524
cmaes-ipop,1,111001,1970,2592768,876.33295949300134,,73.502208804788225,2927407.2038165284
cmaes-ipop,1,111001,1982,2617344,876.01935450235999,,77.208293061826339,4018927.7117672586
cmaes-ipop,1,111001,1994,2641920,875.89896011352539,,81.627800275768749,4387055.9681035997
cmaes-ipop,1,111001,2007,2668544,875.74301910400391,,86.472516363125663,5299524.9999681702
cmaes-ipop,1,111001,2019,2693120,875.69646962483728,,85.233829142078207,6061041.5304284142
cmaes-ipop,1,111001,2029,2713600,875.63171641031897,,83.804453349337294,7222279.4357968038
