arm,block,seed,iteration,evaluations,bestCost,populationSpread,sigma,conditionNumber
mayfly-single,1,111001,968,3074480,1163.2561836242676,0.0033605472856817285,,
mayfly-single,1,111001,976,3099872,1163.2561836242676,0.0033605472856817285,,
mayfly-single,1,111001,984,3125264,1163.2561836242676,0.0033605472856817285,,
mayfly-single,1,111001,992,3150656,1163.2561836242676,0.0033605472856817285,,
mayfly-single,1,111001,1000,3176048,1163.2561836242676,0.0033605472856817285,,
mayfly-single,1,111001,1008,3201440,1163.2561836242676,0.0033605472856817285,,
mayfly-single,1,111001,1016,3226832,1163.2561836242676,0.0033605472856817285,,
mayfly-single,1,111001,1024,3252224,1163.2561836242676,0.0033605472856817285,,
mayfly-single,1,111001,1032,3277616,1163.2561836242676,0.0033605472856817285,,
mayfly-single,1,111001,1040,3303008,1163.2561836242676,0.0033605472856817285,,
mayfly-single,1,111001,1048,3328400,1163.2561836242676,0.0033605472856817285,,
mayfly-single,1,111001,1056,3353792,1163.2561836242676,0.0033605472856817285,,
mayfly-single,1,111001,1064,3379184,1163.2561836242676,0.0033605472856817285,,
mayfly-single,1,111001,1072,3404576,1163.2482528686523,0.0027271129306107107,,
mayfly-single,1,111001,1080,3429968,1163.2482528686523,0.0017846449284597222,,
mayfly-single,1,111001,1088,3455360,1163.2471631368001,0.0034285179920910259,,
mayfly-single,1,111001,1096,3480752,1163.2469622294109,0.0030965679606109052,,
mayfly-single,1,111001,1104,3506144,1163.2468070983887,0.0020628914691433638,,
mayfly-single,1,111001,1112,3531536,1163.2468070983887,0.0017555131132519887,,
mayfly-single,1,111001,1120,3556928,1163.2199325561523,0.0037175704753147072,,
mayfly-single,1,111001,1128,3582320,1163.2162488301594,0.0054005143810941618,,
mayfly-single,1,111001,1136,3607712,1163.2162488301594,0.0036263393108877631,,
mayfly-single,1,111001,1144,3633104,1163.2162488301594,0.0034988528580322626,,
mayfly-single,1,111001,1152,3658496,1163.2160326639812,0.0036161306225360266,,
mayfly-single,1,111001,1160,3683888,1163.2160326639812,0.0016844923503253786,,
mayfly-single,1,111001,1168,3709280,1163.2160326639812,0.001944658080783971,,
mayfly-single,1,111001,1176,3734672,1163.2160326639812,0.0020136016319292475,,
mayfly-single,1,111001,1184,3760064,1163.2160326639812,0.0027311524862708649,,
mayfly-single,1,111001,1192,3785456,1163.2160326639812,0.0032836331546064871,,
mayfly-single,1,111001,1200,3810848,1163.2160326639812,0.0032836331546064871,,
mayfly-single,1,111001,1208,3836240,1163.2160326639812,0.0032836331546064871,,
mayfly-single,1,111001,1216,3861632,1163.2160326639812,0.0032836331546064871,,
mayfly-single,1,111001,1224,3887024,1163.2160326639812,0.0032836331546064871,,
mayfly-single,1,111001,1232,3912416,1163.2160326639812,0.0032836331546064871,,
mayfly-single,1,111001,1240,3937808,1163.2160326639812,0.0032836331546064871,,
mayfly-single,1,111001,1248,3963200,1163.2160326639812,0.0032836331546064871,,
mayfly-single,1,111001,1256,3988592,1163.2160326639812,0.0032836331546064871,,
mayfly-single,1,111001,1264,4013984,1163.2160326639812,0.0032836331546064871,,
mayfly-single,1,111001,1272,4039376,1163.2160326639812,0.0032836331546064871,,
mayfly-single,1,111001,1280,4064768,1163.2160326639812,0.0032836331546064871,,
mayfly-single,1,111001,1288,4090160,1163.2160326639812,0.0032836331546064871,,
mayfly-single,1,111001,1296,4115552,1163.2160326639812,0.0032836331546064871,,
mayfly-single,1,111001,1304,4140944,1163.2160326639812,0.0032836331546064871,,
mayfly-single,1,111001,1312,4166336,1163.2160326639812,0.0032836331546064871,,
mayfly-single,1,111001,1320,4191728,1163.2160326639812,0.0032836331546064871,,
mayfly-single,1,111001,1328,4217120,1163.2160326639812,0.0032836331546064871,,
mayfly-single,1,111001,1336,4242512,1163.2160326639812,0.0032836331546064871,,
mayfly-single,1,111001,1344,4267904,1163.2160326639812,0.0032836331546064871,,
mayfly-single,1,111001,1352,4293296,1163.2160326639812,0.0032836331546064871,,
mayfly-single,1,111001,1360,4318688,1163.2160326639812,0.0032836331546064871,,
mayfly-single,1,111001,1368,4344080,1163.2155749003093,0.0035581053140956837,,
mayfly-single,1,111001,1376,4369472,1163.2155749003093,0.0031282380417739304,,
mayfly-single,1,111001,1384,4394864,1163.2155749003093,0.0038668172106420058,,
mayfly-single,1,111001,1392,4420256,1163.2155749003093,0.0043551534062079757,,
mayfly-single,1,111001,1400,4445648,1163.2155698140461,0.0035743724492698324,,
mayfly-single,1,111001,1408,4471040,1163.2155698140461,0.0026354158303577933,,
mayfly-single,1,111001,1416,4496432,1163.2148183186848,0.0036497254136181345,,
mayfly-single,1,111001,1424,4521824,1163.2148183186848,0.0026108248624775805,,
mayfly-single,1,111001,1432,4547216,1163.2148183186848,0.0015690682798454156,,
mayfly-single,1,111001,1440,4572608,1163.2148183186848,0.0026409688480269248,,
mayfly-single,1,111001,1448,4598000,1163.2148183186848,0.0031327930519007966,,
mayfly-single,1,111001,1456,4623392,1163.2148183186848,0.0031349472923303113,,
mayfly-single,1,111001,1464,4648784,1163.2148183186848,0.0031349556127729006,,
mayfly-single,1,111001,1472,4674176,1163.2148183186848,0.0031349570228779294,,
mayfly-single,1,111001,1480,4699568,1163.2148183186848,0.0031349572512930123,,
mayfly-single,1,111001,1488,4724960,1163.2148183186848,0.0031349572896487363,,
mayfly-single,1,111001,1496,4750352,1163.2148183186848,0.0031349572931759031,,
mayfly-single,1,111001,1504,4775744,1163.2148183186848,0.0031349572972170794,,
mayfly-single,1,111001,1512,4801136,1163.2148183186848,0.0031349572926618941,,
mayfly-single,1,111001,1520,4826528,1163.2148183186848,0.0031349572926796182,,
mayfly-single,1,111001,1528,4851920,1163.2148183186848,0.0031349572969689367,,
mayfly-single,1,111001,1536,4877312,1163.2148183186848,0.0031349572952851135,,
mayfly-single,1,111001,1544,4902704,1163.2148183186848,0.0031349572947179309,,
mayfly-single,1,111001,1552,4928096,1163.2148183186848,0.0031349572944343396,,
mayfly-single,1,111001,1560,4953488,1163.2148183186848,0.0031349572944343396,,
mayfly-single,1,111001,1568,4978880,1163.2148183186848,0.0031349572944343396,,
mayfly-single,1,111001,1576,5004272,1163.2148183186848,0.0031349572944343396,,
mayfly-single,1,111001,1584,5029664,1163.0391705830891,0.0031394633721704016,,
mayfly-single,1,111001,1592,5055056,1163.0391705830891,0.0026976748391286764,,
mayfly-single,1,111001,1600,5080448,1163.0391705830891,0.0034404668272636166,,
mayfly-single,1,111001,1608,5105840,1163.0391705830891,0.0034406113812788085,,
mayfly-single,1,111001,1616,5131232,1163.0319112141926,0.0044594827874331238,,
mayfly-single,1,111001,1624,5156624,1163.0311431884766,0.0028989716665005407,,
mayfly-single,1,111001,1632,5182016,1163.0311431884766,0.002367000279852316,,
mayfly-single,1,111001,1640,5207408,1163.0311431884766,0.0025681533997143095,,
mayfly-single,1,111001,1648,5232800,1163.0311431884766,0.0025681533997143095,,
mayfly-single,1,111001,1656,5258192,1163.0311431884766,0.0025681533997143095,,
mayfly-single,1,111001,1664,5283584,1163.0311431884766,0.0025681533997143095,,
mayfly-single,1,111001,1672,5308976,1163.0311431884766,0.0025681533997143095,,
mayfly-single,1,111001,1680,5334368,1163.0311431884766,0.0025681533997143095,,
mayfly-single,1,111001,1688,5359760,1163.0311431884766,0.0025681533997143095,,
mayfly-single,1,111001,1696,5385152,1163.0311431884766,0.0025681533997143095,,
mayfly-single,1,111001,1704,5410544,1163.0311431884766,0.0025681533997143095,,
mayfly-single,1,111001,1712,5435936,1163.0034344991047,0.0025889124563975375,,
mayfly-single,1,111001,1720,5461328,1163.0034344991047,0.0023099357931933026,,
mayfly-single,1,111001,1728,5486720,1163.0034344991047,0.0024678823468034143,,
mayfly-single,1,111001,1736,5512112,1163.0034344991047,0.0024678823468034143,,
mayfly-single,1,111001,1744,5537504,1163.0034344991047,0.0024678823468034143,,
mayfly-single,1,111001,1752,5562896,1163.0034344991047,0.0024678823468034143,,
mayfly-single,1,111001,1760,5588288,1163.0034344991047,0.0024678823468034143,,
mayfly-single,1,111001,1768,5613680,1163.0034344991047,0.0024678823468034143,,
mayfly-single,1,111001,1776,5639072,1163.0034344991047,0.0024678823468034143,,
mayfly-single,1,111001,1784,5664464,1163.0034344991047,0.0024678823468034143,,
mayfly-single,1,111001,1792,5689856,1163.0034344991047,0.0024678823468034143,,
mayfly-single,1,111001,1800,5715248,1163.0034344991047,0.0024678823468034143,,
mayfly-single,1,111001,1808,5740640,1163.0034344991047,0.0024678823468034143,,
mayfly-single,1,111001,1816,5766032,1163.0034344991047,0.0024678823468034143,,
mayfly-single,1,111001,1824,5791424,1163.0034344991047,0.0024678823468034143,,
mayfly-single,1,111001,1832,5816816,1163.0034344991047,0.0024678823468034143,,
mayfly-single,1,111001,1840,5842208,1163.0034344991047,0.0024678823468034143,,
mayfly-single,1,111001,1848,5867600,1163.0034344991047,0.0024678823468034143,,
mayfly-single,1,111001,1856,5892992,1163.0034344991047,0.0024678823468034143,,
mayfly-single,1,111001,1864,5918384,1163.0034344991047,0.0024678823468034143,,
mayfly-single,1,111001,1872,5943776,1163.0034344991047,0.0024678823468034143,,
mayfly-single,1,111001,1880,5969168,1163.0034344991047,0.0024678823468034143,,
mayfly-single,1,111001,1888,5994560,1163.0034344991047,0.0024678823468034143,,
mayfly-single,1,111001,1896,6019952,1163.0034344991047,0.0024678823468034143,,
mayfly-single,1,111001,1904,6045344,1163.0034344991047,0.0024678823468034143,,
mayfly-single,1,111001,1912,6070736,1163.0034344991047,0.0024678823468034143,,
mayfly-single,1,111001,1920,6096128,1163.0034344991047,0.0024678823468034143,,
mayfly-single,1,111001,1928,6121520,1163.0034344991047,0.0024678823468034143,,
mayfly-single,1,111001,1936,6146912,1163.0034344991047,0.0024678823468034143,,
mayfly-single,1,111001,1944,6172304,1163.0034344991047,0.0024678823468034143,,
mayfly-single,1,111001,1952,6197696,1163.0034344991047,0.0024678823468034143,,
mayfly-single,1,111001,1960,6223088,1163.0034344991047,0.0024678823468034143,,
mayfly-single,1,111001,1968,6248480,1163.0034344991047,0.0024678823468034143,,
mayfly-single,1,111001,1976,6273872,1163.0034344991047,0.0024678823468034143,,
mayfly-single,1,111001,1984,6299264,1163.0034344991047,0.0024678823468034143,,
mayfly-single,1,111001,1992,6324656,1163.0034344991047,0.0024678823468034143,,
mayfly-single,1,111001,2000,6350048,1163.0034344991047,0.0024678823468034143,,
mayfly-single,1,111001,2008,6375440,1163.0034344991047,0.0024678823468034143,,
mayfly-single,1,111001,2016,6400832,1163.0034344991047,0.0024678823468034143,,
mayfly-single,1,111001,2024,6426224,1163.0034344991047,0.0024678823468034143,,
mayfly-single,1,111001,2032,6451616,1163.0034344991047,0.0024678823468034143,,
mayfly-single,1,111001,2040,6477008,1163.0034344991047,0.0024678823468034143,,
mayfly-single,1,111001,2048,6502400,1163.0034344991047,0.0024678823468034143,,
mayfly-r16,1,111001,1,5222,2073.0011622111001,2.1873342925816206,,
mayfly-r16,1,111001,8,27440,1753.0173695882161,2.561848126481217,,
mayfly-r16,1,111001,17,56006,1534.4119110107422,1.9363729371644074,,
mayfly-r16,1,111001,24,78224,1496.7655181884766,1.7093648066675948,,
mayfly-r16,1,111001,32,103616,1383.8947067260742,0.67432510397375722,,
mayfly-r16,1,111001,40,129008,1325.4817212422688,0.17537889115685129,,
mayfly-r16,1,111001,48,154400,1245.4548149108887,0.11192647177752768,,
mayfly-r16,1,111001,56,179792,1223.088623046875,0.11055443414076949,,
mayfly-r16,1,111001,64,205184,1207.3511797587078,0.10240224947266667,,
mayfly-r16,1,111001,72,230576,1190.7710660298665,0.13273471134431233,,
mayfly-r16,1,111001,80,255968,1185.8585726420085,0.10927738873829679,,
mayfly-r16,1,111001,88,281360,1183.4810638427734,0.056695787546517856,,
mayfly-r16,1,111001,97,309926,1179.6663347880046,0.097729729411099142,,
mayfly-r16,1,111001,105,335318,1178.6013488769531,0.084908107119942913,,
mayfly-r16,1,111001,113,360710,1177.1946067810059,0.079610948744438484,,
mayfly-r16,1,111001,122,389276,1175.7669893900554,0.041487741708328064,,
mayfly-r16,1,111001,235,749986,1171.3354937235515,0.156621745830269,,
mayfly-r16,1,111001,239,762682,1142.8955612182617,0.17003374006926866,,
mayfly-r16,1,111001,247,788074,1124.600207010905,0.15917812120594035,,
mayfly-r16,1,111001,255,813466,1115.3271636962891,0.13128389193172005,,
mayfly-r16,1,111001,1084,3459048,1089.2865537007649,0.14777843044405392,,
mayfly-r16,1,111001,1091,3481266,1027.4914766947429,0.13857332539816111,,
mayfly-r16,1,111001,1099,3506658,997.23720296223962,0.11590474615048925,,
mayfly-r16,1,111001,1107,3532050,987.7984402974447,0.10607758363127857,,
mayfly-r16,1,111001,1115,3557442,980.57434209187829,0.082172485250953248,,
mayfly-r16,1,111001,1124,3586008,976.79029210408532,0.052902177438711832,,
mayfly-r16,1,111001,1131,3608226,974.88804626464844,0.066340559016470305,,
mayfly-r16,1,111001,1139,3633618,972.26077651977539,0.083243057834445106,,
mayfly-r16,1,111001,1147,3659010,970.90033594767249,0.072115771877097001,,
mayfly-r16,1,111001,1616,5155808,970.1944478352865,0.085493045494882777,,
mayfly-r16,1,111001,1617,5158982,969.15620295206702,0.078679338360890069,,
mayfly-r16,1,111001,1626,5187548,963.26647567749023,0.056652312056356159,,
mayfly-r16,1,111001,1633,5209766,961.76153055826819,0.042249324397454539,,
mayfly-r16,1,111001,1642,5238332,960.43277359008789,0.039331308170546211,,
mayfly-r16,1,111001,1649,5260550,959.81574630737305,0.029459207950342629,,
mayfly-r16,1,111001,1657,5285942,959.48981730143225,0.037874016535823118,,
mayfly-r16,1,111001,1663,5304986,959.26223754882812,0.023482781640596098,,
cmaes-single,1,111001,1,1024,17388.415322621662,,0.28721553943396272,1.1159929067231362
cmaes-single,1,111001,5,5120,2801.6680285135903,,0.38228161713046671,1.8933204842774998
cmaes-single,1,111001,10,10240,2211.7227045694985,,0.7066011981952024,2.6954569674564444
cmaes-single,1,111001,20,20480,1871.0012817382812,,0.78762274318849601,3.1658222035133661
cmaes-single,1,111001,25,25600,1871.0012817382812,,0.7524858558092562,3.2465303601986624
cmaes-single,1,111001,40,40960,1812.9500910441081,,0.6533180136512885,4.6654931107552544
cmaes-single,1,111001,50,51200,1655.1579615275066,,0.58514588265509682,5.3647494509423241
cmaes-single,1,111001,75,76800,1581.4470761617024,,0.44600122721524527,7.1939324599047811
cmaes-single,1,111001,80,81920,1581.4470761617024,,0.41253122577658224,7.8146240396425855
cmaes-single,1,111001,100,102400,1486.6555887858074,,0.37834343024246708,24.807444585529801
cmaes-single,1,111001,125,128000,1418.8303337097168,,0.35216882306550173,57.761948024903532
cmaes-single,1,111001,149,152576,1381.3376108805339,,0.38787317742480615,258.778587688573
cmaes-single,1,111001,160,163840,1362.3163274129231,,0.40281525769269483,439.83834863764145
cmaes-single,1,111001,174,178176,1325.6680246988933,,0.39019886567206274,738.94472798413278
cmaes-single,1,111001,199,203776,1285.430965423584,,0.4173679717508037,1176.1896615590747
cmaes-single,1,111001,224,229376,1222.619686126709,,0.46899960965065807,1760.7114817227639
cmaes-single,1,111001,249,254976,1166.7141024271648,,0.57605480873828185,3204.1722803718353
cmaes-single,1,111001,255,261120,1135.2002792358398,,0.63441369488704802,3771.8381257865608
cmaes-single,1,111001,273,279552,1104.8423309326172,,0.6317899478995419,4125.8595183493171
cmaes-single,1,111001,298,305152,1065.3084780375164,,0.66064123534616204,5269.9944919797163
cmaes-single,1,111001,323,330752,1035.0683809916179,,0.73146787433734151,7584.8046694902923
cmaes-single,1,111001,348,356352,1011.799378712972,,1.1628915629787799,8043.9616571216502
cmaes-single,1,111001,373,381952,988.4908777872721,,1.058303590848866,10555.567795918258
cmaes-single,1,111001,397,406528,965.53936386108398,,1.3682973702754535,20004.081807893883
cmaes-single,1,111001,422,432128,940.40614064534509,,1.6722394048729061,7530.451146486992
cmaes-single,1,111001,447,457728,929.43830998738611,,1.4412113650650407,7600.0741990253255
cmaes-single,1,111001,472,483328,920.68233871459961,,1.7442063999324526,10619.493426964398
cmaes-single,1,111001,497,508928,916.75881195068359,,1.6228889407636018,15219.268956182163
cmaes-single,1,111001,521,533504,913.63579686482751,,1.3503042179976397,26049.536102215032
cmaes-single,1,111001,546,559104,913.1734949747721,,1.2602755772105581,44109.427968838696
cmaes-single,1,111001,571,584704,912.66681543985999,,1.2010433309533488,122045.60892348677
cmaes-single,1,111001,596,610304,912.22276560465491,,1.0478908780793648,307090.36543577729
cmaes-single,1,111001,621,635904,912.10223642985022,,1.0666225414265342,607477.90643773647
cmaes-single,1,111001,645,660480,911.84264882405603,,0.92432203259526091,963383.64675135072
cmaes-single,1,111001,670,686080,911.77861913045251,,0.82256780810869012,1501270.7460705771
cmaes-single,1,111001,695,711680,911.68539301554358,,0.79725918420726616,2080507.8186428456
cmaes-single,1,111001,720,737280,911.62182998657227,,0.81656362779664149,4156107.9452362922
cmaes-single,1,111001,745,762880,911.50388209025061,,0.72772014004921737,6026951.5215753866
cmaes-single,1,111001,769,787456,911.45518620808923,,0.72335878094762107,10469843.380011898
cmaes-single,1,111001,794,813056,911.42973709106445,,0.72071336678218001,24733851.595486231
cmaes-single,1,111001,819,838656,911.34763971964514,,0.72809661576442375,44748513.61841204
cmaes-single,1,111001,844,864256,911.29251098632812,,0.89474723108329468,65290003.106067546
cmaes-single,1,111001,869,889856,911.27102279663086,,0.90399561417775232,118982471.05021749
cmaes-single,1,111001,893,914432,911.25617090860999,,0.86145718185518305,182617058.87192893
cmaes-single,1,111001,918,940032,911.24441528320312,,0.9377543637609036,255655316.52289721
cmaes-single,1,111001,943,965632,911.24237187703454,,0.96736002919555797,459175615.68100536
cmaes-single,1,111001,968,991232,911.23749796549475,,0.92173406050449092,1459610234.7946987
cmaes-single,1,111001,993,1016832,911.23214213053382,,0.94096724080241445,2677362775.2310586
cmaes-single,1,111001,1017,1041408,911.22966639200843,,0.88588038257812907,5059391055.5539179
cmaes-single,1,111001,1042,1067008,911.22380574544275,,0.98089594692616744,12565823959.096512
cmaes-single,1,111001,1067,1092608,911.22289148966468,,0.8995796548835302,20056008623.133041
cmaes-single,1,111001,1092,1118208,911.22253672281897,,0.95109243132352395,29927260055.634068
