arm,block,seed,stage,restart,regime,population,iterations,evaluations,bestCost,termination
sep-ipop-l20-w102,3,112003,0,7,large,2560,1221,3125760,867.68517557779944,stagnation
sep-ipop-l20-w102,3,112003,0,8,large,5120,275,1409200,1103.7996520996094,maximum_evaluations
sep-ipop-l20-w204,3,112003,0,0,large,20,1480,29600,1067.033223470052,stagnation
sep-ipop-l20-w204,3,112003,0,1,large,40,1499,59960,1040.6651369730632,tol_fun
sep-ipop-l20-w204,3,112003,0,2,large,80,1175,94000,1040.8324228922527,tol_fun
sep-ipop-l20-w204,3,112003,0,3,large,160,858,137280,1017.0325164794922,tol_fun
sep-ipop-l20-w204,3,112003,0,4,large,320,878,280960,861.92427953084314,tol_fun
sep-ipop-l20-w204,3,112003,0,5,large,640,950,608000,877.14326477050781,tol_fun
sep-ipop-l20-w204,3,112003,0,6,large,1280,1065,1363200,934.99079386393225,stagnation
sep-ipop-l20-w204,3,112003,0,7,large,2560,1535,3929400,897.74504979451501,maximum_evaluations
sep-ipop-l20-w816,3,112003,0,0,large,20,1746,34920,1067.033223470052,tol_fun
sep-ipop-l20-w816,3,112003,0,1,large,40,971,38840,1261.4559389750164,tol_fun
sep-ipop-l20-w816,3,112003,0,2,large,80,1432,114560,1134.5592409769695,tol_fun
sep-ipop-l20-w816,3,112003,0,3,large,160,954,152640,840.83790588378906,tol_fun
sep-ipop-l20-w816,3,112003,0,4,large,320,868,277760,883.03936386108398,tol_fun
sep-ipop-l20-w816,3,112003,0,5,large,640,1027,657280,1027.0129674275715,tol_fun
sep-ipop-l20-w816,3,112003,0,6,large,1280,984,1259520,935.36106999715173,tol_fun
sep-ipop-l20-w816,3,112003,0,7,large,2560,1550,3966880,954.45220692952478,maximum_evaluations
sep-ipop-l20-w204-min01,3,112003,0,0,large,20,1239,24780,1067.0339037577312,stagnation
sep-ipop-l20-w204-min01,3,112003,0,1,large,40,955,38200,1285.4433708190918,stagnation
sep-ipop-l20-w204-min01,3,112003,0,2,large,80,896,71680,1105.6831143697102,stagnation
sep-ipop-l20-w204-min01,3,112003,0,3,large,160,847,135520,1043.456750233968,tol_fun
sep-ipop-l20-w204-min01,3,112003,0,4,large,320,764,244480,955.25876998901367,tol_fun
sep-ipop-l20-w204-min01,3,112003,0,5,large,640,1144,732160,1139.0968030293782,stagnation
sep-ipop-l20-w204-min01,3,112003,0,6,large,1280,936,1198080,886.86098607381189,stagnation
sep-ipop-l20-w204-min01,3,112003,0,7,large,2560,795,2035200,902.60785547892249,stagnation
sep-ipop-l20-w204-min01,3,112003,0,8,large,5120,395,2022300,1020.3257942199707,maximum_evaluations
sep-ipop,3,112003,0,0,large,1024,1114,1140736,987.41481781005859,tol_fun
sep-ipop,3,112003,0,1,large,2048,1066,2183168,833.98192723592126,tol_fun
sep-ipop,3,112003,0,2,large,4096,776,3178496,961.22606913248694,maximum_evaluations
sep-ipop-w60,3,112003,0,0,large,1024,969,992256,987.41481781005859,stagnation
sep-ipop-w60,3,112003,0,1,large,2048,1695,3471360,875.55343882242835,stagnation
sep-ipop-w60,3,112003,0,2,large,4096,498,2038784,881.23906707763672,maximum_evaluations
sep-ipop-w121,3,112003,0,0,large,1024,1030,1054720,987.41481781005859,stagnation
sep-ipop-w121,3,112003,0,1,large,2048,1332,2727936,956.17156728108728,stagnation
sep-ipop-w121,3,112003,0,2,large,4096,664,2719744,847.50825627644861,maximum_evaluations
sep-ipop-w484,3,112003,0,0,large,1024,1114,1140736,987.41481781005859,tol_fun
sep-ipop-w484,3,112003,0,1,large,2048,1066,2183168,833.98192723592126,tol_fun
sep-ipop-w484,3,112003,0,2,large,4096,776,3178496,961.22606913248694,maximum_evaluations
