arm,block,seed,iteration,evaluations,bestCost,populationSpread,sigma,conditionNumber,distributionExtent
cmaes-ipop-l64,6,111006,10164,6328960,852.12366104125977,,955.30182173582136,4271100745328.0479,0.033768860453263133
cmaes-ipop-l64,6,111006,10175,6351488,852.12366104125977,,924.73636431783416,4398291688280.2139,0.031780970299525854
cmaes-ipop-l64,6,111006,10197,6396544,852.12366104125977,,961.45259857224778,4972996677029.0098,0.031775615219684222
cmaes-ipop-l64,6,111006,10208,6419072,852.12366104125977,,895.28944523552752,5193034837465.3457,0.029281399662974335
cmaes-ipop-l64,6,111006,10219,6441600,852.12366104125977,,972.45418277726321,6299272092866.9854,0.032635409443470632
cmaes-ipop-l64,6,111006,10230,6464128,852.12366104125977,,1015.8536387868182,7244865933576.3711,0.034628272190382302
cmaes-ipop-l64,6,111006,10241,6486656,852.12366104125977,,1060.4644587583007,7125642922734.6562,0.035374824516013592
cmaes-ipop-l20,6,111006,1,20,32625.197382609051,,0.27238172775581138,1.041998563484154,0.27255650170007956
cmaes-ipop-l20,6,111006,5,100,10862.563031514486,,0.24234743211552356,1.1587615406297767,0.25132979531441524
cmaes-ipop-l20,6,111006,40,800,1868.7496528625488,,0.18884104627491138,1.6669100529433722,0.22336850211343123
cmaes-ipop-l20,6,111006,1273,25460,1048.8926493326824,,0.0026843480889996271,424.83012689856025,0.0092834494725415034
cmaes-ipop-l20,6,111006,2541,50820,1034.5619366963704,,6.9443276858976509e-06,1913.4791373033217,2.6575431394372348e-05
cmaes-ipop-l20,6,111006,3465,77000,1034.5619366963704,,0.018146613505408086,54.978277255771452,0.038054684336768459
cmaes-ipop-l20,6,111006,4092,102080,1034.5619366963704,,5.59150754675716e-05,391.78516826500248,0.00011169671990723763
cmaes-ipop-l20,6,111006,4719,127160,1034.5619366963704,,2.4709057740771955e-06,14393.492912099709,5.9301976000426297e-06
cmaes-ipop-l20,6,111006,5082,152840,1034.5619366963704,,0.0097181939997674754,65.466401155770185,0.018362286957845451
cmaes-ipop-l20,6,111006,5412,179240,1034.5619366963704,,0.0020246587613498815,520.14778089324977,0.0052880801105327242
cmaes-ipop-l20,6,111006,5742,205640,1034.5619366963704,,0.00078467690532939066,2985.1426124689815,0.0028215836646569179
cmaes-ipop-l20,6,111006,6039,229400,1034.5619366963704,,0.00049904450202594146,158840.85274996018,0.0043118287691785778
cmaes-ipop-l20,6,111006,6369,255800,1034.5619366963704,,1.8569309637249737e-05,486216.66057078907,0.00017111813064193439
cmaes-ipop-l20,6,111006,6666,279560,1034.5619366963704,,1.7450148013171582e-06,100886.61991589419,6.9171113364502487e-06
cmaes-ipop-l20,6,111006,6897,309080,1034.5619366963704,,0.060072339422502556,12.915063334685055,0.076651477362157314
cmaes-ipop-l20,6,111006,7029,330200,1034.5619366963704,,0.058703591996138012,104.09311073251332,0.099731353781959797
cmaes-ipop-l20,6,111006,7193,356440,977.34206644694007,,0.013822176444407159,1632.3031467561682,0.025529067520293214
cmaes-ipop-l20,6,111006,7348,381240,974.01750818888343,,0.0018737894989185279,5903.8284178280519,0.0031983767257656947
cmaes-ipop-l20,6,111006,7510,407160,973.66147232055664,,0.00025609493699892789,33443.536147337123,0.00044260789676477878
cmaes-ipop-l20,6,111006,7689,435800,973.63608169555664,,3.9682598432332026e-05,70200.87902142317,7.2659443280497998e-05
cmaes-ipop-l20,6,111006,7854,463320,973.63608169555664,,0.57212527413881653,1.4927395440828697,0.63992052578763658
cmaes-ipop-l20,6,111006,7920,484440,973.63608169555664,,0.24903439847281933,4.5576330639089093,0.28462268912695476
cmaes-ipop-l20,6,111006,8019,516120,973.63608169555664,,0.081896916350615398,32.383731317219059,0.094989091817809373
cmaes-ipop-l20,6,111006,8085,537240,973.63608169555664,,0.069553252758365033,259.94360670177326,0.10056660811670257
cmaes-ipop-l20,6,111006,8184,568920,973.63608169555664,,0.067693234406013394,1161.6539310070616,0.097264896162873302
cmaes-ipop-l20,6,111006,8250,590040,973.63608169555664,,0.036346783962885237,1292.7743531137721,0.038560055802113552
cmaes-ipop-l20,6,111006,8316,611160,973.63608169555664,,0.030045752411926255,5280.5738912290481,0.04572378083713094
cmaes-ipop-l20,6,111006,8415,642840,973.63608169555664,,0.015533896485554916,6545.9681645552937,0.019313022831639545
cmaes-ipop-l20,6,111006,8481,663960,973.63608169555664,,0.0066868309850383681,5127.2682293101234,0.0061458294510040902
cmaes-ipop-l20,6,111006,8580,695640,973.63608169555664,,0.0035745410926425782,6870.2984647654212,0.0025135686919376004
cmaes-ipop-l20,6,111006,8646,716760,973.63608169555664,,0.0032749708478989462,26465.11615840561,0.0023283634385553812
cmaes-ipop-l20,6,111006,8712,737880,973.63608169555664,,0.0028231236717499945,210052.24909712453,0.002055661357891743
cmaes-ipop-l20,6,111006,8811,769560,973.63608169555664,,0.0015821648549795471,2483540.4602306392,0.0011808543671287725
cmaes-ipop-l20,6,111006,8877,790680,973.63608169555664,,0.001387977479698652,4847740.3751210188,0.0011060836218586515
cmaes-ipop-l20,6,111006,8976,822360,973.63608169555664,,0.0015175937905793804,10056435.936143115,0.001294506226864049
cmaes-ipop-l20,6,111006,9042,843480,973.63608169555664,,0.0015120680643687264,15812390.979412572,0.0013887399329458852
cmaes-ipop-l20,6,111006,9108,864600,973.63608169555664,,0.0013171900724636186,22162950.092783131,0.0011615860052272386
cmaes-ipop-l20,6,111006,9207,896280,973.63608169555664,,0.0010733038571038636,38445737.160240971,0.00092762971885005242
cmaes-ipop-l20,6,111006,9273,917400,973.63608169555664,,0.00091937171725710689,41276342.850284263,0.00077960603554909206
cmaes-ipop-l20,6,111006,9372,949080,973.63608169555664,,0.00064951525614160394,108726574.24230911,0.0005444805012148877
cmaes-ipop-l20,6,111006,9438,984280,973.63608169555664,,0.41929101578391365,4.9501305461695431,0.43692922155000641
cmaes-ipop-l20,6,111006,9471,1005400,973.63608169555664,,0.26683166643869677,8.3245845416948701,0.25339183204714244
cmaes-ipop-l20,6,111006,9504,1026520,973.63608169555664,,0.26224299528000083,31.82618946683111,0.25666121694903055
cmaes-ipop-l20,6,111006,9537,1047640,973.63608169555664,,0.22940214630857694,66.190119809666314,0.21094848227631741
cmaes-ipop-l20,6,111006,9570,1068760,973.63608169555664,,0.16045656490682447,156.64996573937069,0.14406846146892463
cmaes-ipop-l20,6,111006,9636,1111000,973.63608169555664,,0.14368088574324756,1613.4066186227803,0.13352694108954261
cmaes-ipop-l20,6,111006,9669,1132120,973.63608169555664,,0.17349847550549094,3306.7997971279269,0.14864758139247849
cmaes-ipop-l20,6,111006,9702,1153240,973.63608169555664,,0.17615555256424983,5758.7152965941086,0.14727681740552273
cmaes-ipop-l20,6,111006,9735,1174360,973.63608169555664,,0.17247674897608323,7465.0833703846429,0.12248493847753046
cmaes-ipop-l20,6,111006,9768,1195480,973.63608169555664,,0.18224507947068419,11345.574882204941,0.12262576014721942
cmaes-ipop-l20,6,111006,9834,1237720,973.63608169555664,,0.31150476636594232,12649.16949817265,0.14991262560236568
cmaes-ipop-l20,6,111006,9867,1258840,973.63608169555664,,0.22550336953468308,17713.882780859203,0.099046617481933275
cmaes-ipop-l20,6,111006,9900,1279960,973.63608169555664,,0.21253098264568124,21969.723963245429,0.083866909022422664
cmaes-ipop-l20,6,111006,9933,1301080,973.63608169555664,,0.18665121867613588,26482.183750934069,0.068534615622693432
cmaes-ipop-l20,6,111006,9966,1322200,973.63608169555664,,0.15634512027418238,29550.299022271796,0.052999808146191943
cmaes-ipop-l20,6,111006,10032,1364440,973.63608169555664,,0.10811921084251402,31540.226672687346,0.034152496421913502
cmaes-ipop-l20,6,111006,10065,1385560,973.63608169555664,,0.1035515878290542,35976.796597204062,0.03109678536707693
cmaes-ipop-l20,6,111006,10098,1406680,973.63608169555664,,0.083926978823212317,42296.193987957849,0.023683844640264542
cmaes-ipop-l20,6,111006,10131,1427800,973.63608169555664,,0.096830423777079622,76531.962733946348,0.026652839986483295
cmaes-ipop-l20,6,111006,10164,1448920,973.63608169555664,,0.09623339475359545,132686.95355282622,0.025613325302013615
cmaes-ipop-l20,6,111006,10230,1491160,973.63608169555664,,0.083966038741131219,571346.13943464728,0.021624479081274652
cmaes-ipop-l20,6,111006,10263,1512280,973.63608169555664,,0.079722590972266916,1362746.3973904874,0.020726599405513493
cmaes-ipop-l20,6,111006,10296,1533400,973.63608169555664,,0.060958824951238971,2278929.776741486,0.014525375016750445
cmaes-ipop-l20,6,111006,10329,1554520,973.63608169555664,,0.053646065115110636,7555127.5652304869,0.012780269374474797
cmaes-ipop-l20,6,111006,10362,1575640,973.63608169555664,,0.047556827290852331,24646708.531313874,0.010382526569088479
cmaes-ipop-l20,6,111006,10428,1617880,973.63608169555664,,0.033237489019125266,90545387.612826005,0.0064334197337726157
cmaes-ipop-l20,6,111006,10461,1639000,973.63608169555664,,0.032207637251662695,123871898.5082543,0.0060968357091603122
cmaes-ipop-l20,6,111006,10494,1660120,973.63608169555664,,0.025952432000535885,142577837.24849847,0.0047461144578998899
cmaes-ipop-l20,6,111006,10527,1681240,973.63608169555664,,0.026121199534087685,163650913.85425794,0.0049318128989046918
cmaes-ipop-l20,6,111006,10560,1702360,973.63608169555664,,0.027911839751843002,197613125.88545069,0.0053466577406286464
cmaes-ipop-l20,6,111006,10626,1744600,973.63608169555664,,0.034137476352004911,255090921.5339126,0.0059904139936387824
cmaes-ipop-l20,6,111006,10659,1765720,973.63608169555664,,0.036076246694028397,634431260.77308416,0.0066063836394033839
cmaes-ipop-l20,6,111006,10692,1786840,973.63608169555664,,0.029052311804578793,1504896557.0036464,0.005456845215804129
cmaes-ipop-l20,6,111006,10725,1807960,973.63608169555664,,0.019741862873216207,1740435035.5266604,0.0036328848530813623
cmaes-ipop-l20,6,111006,10758,1829080,973.63608169555664,,0.019073961050027535,2732897118.639564,0.0037415379850125278
cmaes-ipop-l20,6,111006,10824,1878360,973.63608169555664,,0.61998419285076123,3.0649312036048699,0.76405878528360327
cmaes-ipop-l20,6,111006,10857,1920600,973.63608169555664,,0.61641961855655658,8.037426411667731,0.55925674411173176
cmaes-ipop-l20,6,111006,10890,1962840,973.63608169555664,,0.49750060949760977,11.268706080212961,0.33115953093055456
cmaes-ipop-l20,6,111006,10923,2005080,973.63608169555664,,0.47488103908215146,52.341921812076777,0.27129821279199762
cmaes-ipop-l20,6,111006,10956,2047320,973.63608169555664,,0.447861871274776,727.91702963874127,0.23255094070252541
cmaes-ipop-l20,6,111006,10989,2089560,973.63608169555664,,0.5717740430406455,3087.0236783496262,0.27122233482172081
cmaes-ipop-l20,6,111006,11022,2131800,973.63608169555664,,0.68244409744098788,4431.3065537610719,0.26436998966922165
cmaes-ipop-l20,6,111006,11055,2174040,973.63608169555664,,0.9684588002620359,4044.6976000369236,0.27139573434758218
cmaes-ipop-l20,6,111006,11088,2216280,973.63608169555664,,1.3360629501740247,3777.6943032759632,0.28157835190110919
cmaes-ipop-l20,6,111006,11121,2258520,973.63608169555664,,1.6431482835440978,2705.9350894162803,0.22531302464841099
cmaes-ipop-l20,6,111006,11154,2300760,973.63608169555664,,2.030908863516943,2355.5003185702431,0.18795386526477437
cmaes-ipop-l20,6,111006,11163,2312280,959.35230763753259,,2.0878396112891644,3456.8990225736511,0.18777127864735199
cmaes-ipop-l20,6,111006,11183,2337880,942.48719914754236,,2.27737822817538,9251.0741797782612,0.18199483973626543
cmaes-ipop-l20,6,111006,11202,2362200,929.54571406046546,,2.7365317208265116,15688.365580990479,0.18256473341721061
cmaes-ipop-l20,6,111006,11223,2389080,918.04469680786133,,3.3703153623297863,22223.215969635989,0.18837333725344385
cmaes-ipop-l20,6,111006,11242,2413400,908.23986689249671,,3.501353712224605,30316.121554960748,0.16747832917175942
cmaes-ipop-l20,6,111006,11263,2440280,893.27779006958008,,5.5024426903512929,42036.025702922569,0.232009831779036
cmaes-ipop-l20,6,111006,11282,2464600,885.58597310384118,,6.3371657159347086,20823.970572094626,0.15044831057752497
cmaes-ipop-l20,6,111006,11303,2491480,872.24875132242835,,6.9043243183264682,13738.746661436684,0.10749646774010604
cmaes-ipop-l20,6,111006,11323,2517080,868.92528533935547,,6.799574643439291,12973.752940986498,0.080149268065195234
cmaes-ipop-l20,6,111006,11345,2545240,865.25811386108398,,5.7218936952168287,17019.296297146764,0.056079470163909205
cmaes-ipop-l20,6,111006,11361,2565720,863.67560450235999,,5.2539079470162697,19927.883435033593,0.046182928546457676
cmaes-ipop-l20,6,111006,11381,2591320,862.3458468119303,,5.5283965940387265,25801.658378165059,0.045137979104534591
cmaes-ipop-l20,6,111006,11412,2631000,862.14772415161133,,4.6306561040609191,37544.088871518732,0.034647897640987038
cmaes-ipop-l20,6,111006,11424,2646360,861.85790506998694,,4.4389492255351408,41154.166646375146,0.031769868984231842
cmaes-ipop-l20,6,111006,11450,2679640,861.38641357421875,,5.0370416613737969,56426.95949358934,0.033236978696715908
cmaes-ipop-l20,6,111006,11461,2693720,860.93343607584632,,5.0421379196647527,56392.533222227976,0.031158505180218204
cmaes-ipop-l20,6,111006,11484,2723160,860.85169347127282,,5.2037430885133054,51852.416652858337,0.027323506015326265
cmaes-ipop-l20,6,111006,11509,2755160,860.5085334777832,,6.0665135525582397,50491.823296045543,0.024962143737271934
cmaes-ipop-l20,6,111006,11527,2778200,860.20372009277344,,5.838149246185198,58088.429793803683,0.021044032242969409
cmaes-ipop-l20,6,111006,11544,2799960,860.06366475423181,,5.9929180191973703,89746.431884658334,0.020704341919560797
cmaes-ipop-l20,6,111006,11564,2825560,859.81589126586914,,5.9698040720493717,115586.25780790359,0.018376831596782259
cmaes-ipop-l20,6,111006,11583,2849880,859.68896230061853,,5.8347223503171604,165414.71274490553,0.015819051559392349
cmaes-ipop-l20,6,111006,11599,2870360,859.50809605916345,,5.87583106358991,266024.96466039296,0.013915744488264244
cmaes-ipop-l20,6,111006,11627,2906200,859.39799880981445,,6.4656170316897947,890193.132944674,0.012154075081521885
cmaes-ipop-l20,6,111006,11649,2934360,859.26541519165039,,6.3609963838151327,2397404.70278383,0.011120454734314738
cmaes-ipop-l20,6,111006,11667,2957400,859.174570719401,,5.5904329491192781,4588892.6112161009,0.0097271990043385527
cmaes-ipop-l20,6,111006,11680,2974040,859.1048583984375,,5.7616097678698948,5564070.5699945418,0.0095565427941858936
cmaes-ipop-l20,6,111006,11708,3009880,859.02055486043298,,6.2409225002636228,9595317.7518152837,0.0097941081208286519
cmaes-ipop-l20,6,111006,11722,3027800,858.95844523111975,,5.8203029676284972,12627901.978350861,0.0087658480761601803
cmaes-ipop-l20,6,111006,11738,3048280,858.92731475830078,,5.3908583700947608,21842547.77422386,0.0079906049382426226
cmaes-ipop-l20,6,111006,11763,3080280,858.90103149414062,,5.6286665894362349,63600851.060303174,0.0085221698221420051
cmaes-ipop-l20,6,111006,11781,3103320,858.89151128133142,,6.3387377734191013,121495359.45548511,0.0093320250037675478
cmaes-ipop-l20,6,111006,11814,3145560,858.87367757161462,,8.0288334135605819,198151149.80907416,0.010640488517198475
cmaes-ipop-l20,6,111006,11821,3154520,858.87259546915686,,8.0462435849852731,201865667.15972704,0.010136123955470441
cmaes-ipop-l20,6,111006,11844,3183960,858.86424891153968,,8.7634107802096377,269687389.56176472,0.010460634277868214
cmaes-ipop-l20,6,111006,11861,3205720,858.86063512166345,,8.101453288957595,345055449.8311469,0.0099212910651612519
cmaes-ipop-l20,6,111006,11880,3230040,858.85963439941406,,8.2777542768461121,392303111.08077818,0.010054912516501544
cmaes-ipop-l20,6,111006,11898,3253080,858.85574213663733,,7.7164627587707804,482161221.58247834,0.0091217345917760408
cmaes-ipop-l20,6,111006,11922,3283800,858.82020696004236,,9.2019123846713757,551926838.44695294,0.0097542143394727283
cmaes-ipop-l20,6,111006,11940,3306840,858.81626637776696,,9.7377413542071078,705325132.69508743,0.0098724333690608373
cmaes-ipop-l20,6,111006,11979,3356760,858.80991744995117,,8.5984857449516241,2592873320.9144835,0.0077485307289761121
cmaes-ipop-l20,6,111006,12012,3399000,858.80991744995117,,10.193405232834818,3408102827.4524326,0.0087620906046408809
cmaes-ipop-l20,6,111006,12045,3441240,858.80548604329431,,13.288636359379053,3786391787.9928637,0.0095687015210832744
cmaes-ipop-l20,6,111006,12073,3477080,858.79703903198242,,14.64883512960596,5293648151.8632221,0.0095859453760801603
cmaes-ipop-l20,6,111006,12078,3483480,858.79703903198242,,15.39883845378127,5435058646.7121677,0.009923137669452976
cmaes-ipop-l20,6,111006,12108,3521880,858.7959098815918,,26.571683440211249,9225276429.2801037,0.018181547293882595
cmaes-ipop-l20,6,111006,12116,3532120,858.79556910196936,,28.072732246716491,5768986206.9397907,0.01347907514437284
cmaes-ipop-l20,6,111006,12144,3567960,858.79556910196936,,33.410243750681495,8667754539.229847,0.013668931349641115
cmaes-ipop-l20,6,111006,12177,3610200,858.79556910196936,,37.019541265431378,11645539470.563133,0.012335543824291802
cmaes-ipop-l20,6,111006,12210,3652440,858.79556910196936,,32.468295212768254,11875379155.665649,0.0099011413400594949
cmaes-ipop-l20,6,111006,12243,3694680,858.79556910196936,,29.618607264515333,13362407792.925037,0.0088278415265031756
cmaes-ipop-l20,6,111006,12276,3736920,858.79556910196936,,30.24133270791652,14961377199.65926,0.0087390565529544533
cmaes-ipop-l20,6,111006,12309,3790680,858.79556910196936,,0.69698645741810494,4.6955443748157757,0.94135256331702899
cmaes-ipop-l20,6,111006,12342,3875160,858.79556910196936,,0.75710592516368436,12.127115049017679,0.49469124017518923
cmaes-ipop-l20,6,111006,12375,3959640,858.79556910196936,,0.8583152300936282,83.521552251144584,0.38618043482353681
cmaes-ipop-l20,6,111006,12408,4044120,858.79556910196936,,1.2985730270861375,329.22710280181826,0.32333712221463839
cmaes-ipop-l20,6,111006,12441,4128600,858.79556910196936,,2.1874790367112436,1305.701548258332,0.31956998913374784
cmaes-ipop-l20,6,111006,12474,4213080,858.79556910196936,,3.3761383166775816,2914.3247482065381,0.33501107404898789
cmaes-ipop-l20,6,111006,12507,4297560,858.79556910196936,,5.0222603189660138,7709.6265363303373,0.29413228820110399
cmaes-ipop-l20,6,111006,12540,4382040,858.79556910196936,,10.507309252199336,5835.6518616752755,0.2828679076097389
cmaes-ipop-l20,6,111006,12573,4466520,858.79556910196936,,20.705830310327084,7682.7195305665018,0.2184858898275269
cmaes-ipop-l20,6,111006,12606,4551000,858.79556910196936,,30.77215455987518,38036.723399425835,0.18490214783317729
cmaes-ipop-l20,6,111006,12639,4635480,858.79556910196936,,66.296473789083507,67067.294620423418,0.22620989530710942
cmaes-ipop-l20,6,111006,12672,4719960,858.79556910196936,,206.61052399733566,30748.37581081027,0.26055691412260534
cmaes-ipop-l20,6,111006,12705,4804440,858.79556910196936,,266.49894710601262,61511.539922111711,0.17428113001997578
cmaes-ipop-l20,6,111006,12738,4888920,858.79556910196936,,344.99726303172889,188200.08120114123,0.13554090190559706
cmaes-ipop-l20,6,111006,12760,4945240,858.77210235595703,,416.90689329694504,219163.95410735018,0.1020714308335946
cmaes-ipop-l20,6,111006,12767,4963160,858.34718704223633,,429.16662725999134,218553.29214192645,0.090416733900690244
cmaes-ipop-l20,6,111006,12773,4978520,858.27592976888025,,440.01040625679042,242950.69484293187,0.084028102602737048
cmaes-ipop-l20,6,111006,12783,5004120,857.70404052734375,,463.29328510513261,409528.63878745039,0.075962647631236196
cmaes-ipop-l20,6,111006,12799,5045080,857.24689229329431,,485.15749292067062,1152109.3130920329,0.067105176743581074
cmaes-ipop-l20,6,111006,12804,5057880,857.21084721883142,,494.97579482010894,1569276.5228797179,0.066941912187186176
cmaes-ipop-l20,6,111006,12815,5086040,856.99982452392578,,522.33977093255317,2526149.3072356684,0.066132894888631347
cmaes-ipop-l20,6,111006,12830,5124440,856.76792653401696,,537.84416473090562,3523692.3461059229,0.059129598119870876
cmaes-ipop-l20,6,111006,12834,5134680,856.75635147094727,,546.42690279338638,3636541.2878676704,0.056840286540532109
cmaes-ipop-l20,6,111006,12843,5157720,856.65869267781579,,566.90443215967821,4233067.1590777524,0.054822199552165156
cmaes-ipop-l20,6,111006,12854,5185880,856.5856043497721,,608.36686660683768,5147439.4595307065,0.053532934216734697
cmaes-ipop-l20,6,111006,12865,5214040,856.42600123087561,,675.93717793369524,6394399.4862109749,0.05475048169184521
cmaes-ipop-l20,6,111006,12878,5247320,856.37804921468103,,742.37565141161224,7270170.878513691,0.051194933985130982
cmaes-ipop-l20,6,111006,12887,5270360,856.21762593587243,,790.36429532872421,9834795.7048279028,0.051529298008842664
cmaes-ipop-l20,6,111006,12894,5288280,856.17123285929358,,813.44745477089123,14640445.511369156,0.050896435239491937
cmaes-ipop-l20,6,111006,12902,5308760,856.12030029296875,,858.33130484629544,20067984.144802812,0.047511178590177484
cmaes-ipop-l20,6,111006,12936,5395800,855.85989379882812,,1000.3078199539485,77919149.275202334,0.042453336259263501
cmaes-ipop-l20,6,111006,12957,5449560,855.8248189290365,,1189.4554786305714,183720057.68750054,0.040661644497173924
cmaes-ipop-l20,6,111006,12964,5467480,855.82381057739258,,1212.6738429446893,202160927.65413836,0.037650425836211809
cmaes-ipop-l20,6,111006,12972,5487960,855.78074900309241,,1208.1250587931931,230560733.79956454,0.034068804394373681
cmaes-ipop-l20,6,111006,12984,5518680,855.76088714599609,,1360.992700464773,271435594.846057,0.032164753271024638
cmaes-ipop-l20,6,111006,12994,5544280,855.70558547973633,,1545.1148540008119,302633490.71735859,0.031267595731070866
cmaes-ipop-l20,6,111006,13002,5564760,855.70558547973633,,1582.302626465211,352670968.54270816,0.027748471278163871
cmaes-ipop-l20,6,111006,13018,5605720,855.66386159261071,,1702.619911250094,494702877.23436075,0.024329123551924833
cmaes-ipop-l20,6,111006,13023,5618520,855.66184997558594,,1842.9762705520889,521458119.54191256,0.024432455420336979
cmaes-ipop-l20,6,111006,13034,5646680,855.6476720174154,,1971.2415806243991,577048527.14022863,0.022284772854259085
cmaes-ipop-l20,6,111006,13043,5669720,855.63415273030603,,2146.9471969117526,750422636.09547186,0.022660178290858549
cmaes-ipop-l20,6,111006,13060,5713240,855.61623764038086,,2354.8412487317123,2207546778.2303047,0.02160219693208297
cmaes-ipop-l20,6,111006,13063,5720920,855.61245473225915,,2444.1162743340387,3352889241.7351904,0.022386164370283543
cmaes-ipop-l20,6,111006,13075,5751640,855.60853576660156,,2560.8620538013629,9182240349.5899048,0.021257831452608296
cmaes-ipop-l20,6,111006,13085,5777240,855.60415013631189,,2782.4381416127426,13058996068.032064,0.021315944369231895
cmaes-ipop-l20,6,111006,13092,5795160,855.60188802083337,,2990.3874170503223,14779955550.293924,0.021238976532626852
cmaes-ipop-l20,6,111006,13101,5818200,855.59737269083655,,3381.761479014102,19155797874.624043,0.023002734630835676
cmaes-ipop-l20,6,111006,13112,5846360,855.59395472208655,,3618.1635653104572,19510636217.467468,0.021550439914068679
cmaes-ipop-l20,6,111006,13127,5884760,855.58771260579431,,3855.7702435955071,19659794587.43359,0.019559668291042529
cmaes-ipop-l20,6,111006,13134,5902680,855.58771260579431,,4154.1710309984073,20008847744.34156,0.019847900510731532
cmaes-ipop-l20,6,111006,13167,5987160,855.58771260579431,,5974.4494106290076,25369062125.949593,0.022521948753308704
cmaes-ipop-l20,6,111006,13174,6005080,855.58037185668945,,6686.1473770425946,27778199982.632828,0.023491920495624024
cmaes-ipop-l20,6,111006,13183,6028120,855.57872263590491,,7563.5513213885206,28654222014.427822,0.024072768726200476
cmaes-ipop-l20,6,111006,13190,6046040,855.57787831624353,,9015.5823589346892,31163927441.431225,0.026913438538974124
cmaes-ipop-l20,6,111006,13200,6071640,855.5778592427572,,10547.477074192537,28550146572.30365,0.026518878732842921
cmaes-ipop-l20,6,111006,13216,6112600,855.57773971557617,,12310.515120820448,29750445238.504677,0.024815270074517563
cmaes-ipop-l20,6,111006,13233,6156120,855.57773971557617,,14399.037021443988,33453093017.316219,0.023963180082761035
cmaes-ipop-l20,6,111006,13266,6240600,855.57773971557617,,13930.730347335068,43282520174.823967,0.019280932405973374
cmaes-ipop-l20,6,111006,13299,6325080,855.57773971557617,,13213.720465836836,54086972660.711891,0.018159340708738026
cmaes-ipop-l20,6,111006,13332,6409560,855.57773971557617,,11938.272814444445,73350186143.844315,0.016571331038403855
cmaes-ipop-l20,6,111006,13365,6494040,855.57773971557617,,12385.46609558708,91287060888.490631,0.017217871456540516
sep-cmaes-single,6,111006,1,1024,12960.520655314127,,0.29101021952156364,7.5795371925517188,0.13903484932761542
sep-cmaes-single,6,111006,5,5120,1863.6409454345703,,0.87339236094236739,18.541474177002506,0.59865089342861055
sep-cmaes-single,6,111006,10,10240,1763.8818130493164,,1.408534656768988,24.692476195216983,0.69338251547780883
sep-cmaes-single,6,111006,20,20480,1713.3114496866863,,2.4995381760558759,6.1223698433512244,0.35849110386894384
sep-cmaes-single,6,111006,25,25600,1590.3664538065593,,2.9652720284055141,5.4035827275760155,0.2889673855168306
sep-cmaes-single,6,111006,40,40960,1523.1641362508137,,5.1528792606403604,46.541097769694218,0.26848947566845627
sep-cmaes-single,6,111006,50,51200,1445.6171824137371,,7.9822711557635966,93.761106143153967,0.26868923156778413
sep-cmaes-single,6,111006,75,76800,1377.2927106221516,,13.814957745468435,1982.3464005393002,0.20930211156965056
sep-cmaes-single,6,111006,80,81920,1372.3111801147461,,14.974407229538105,2697.8183518885244,0.20295178563852947
sep-cmaes-single,6,111006,100,102400,1354.7686780293782,,23.05580814060675,27955.617489428685,0.23051015765852742
sep-cmaes-single,6,111006,125,128000,1351.0744145711262,,57.314766802141932,111521.28068287369,0.26076230441660858
sep-cmaes-single,6,111006,149,152576,1342.1956329345703,,194.54648025067712,59347.984687980614,0.25490798224017602
sep-cmaes-single,6,111006,160,163840,1331.4175567626953,,327.58060215020498,32651.982938243575,0.23693176288788639
sep-cmaes-single,6,111006,174,178176,1308.7066853841145,,872.91451403834708,24731.720627557501,0.28511285911919476
sep-cmaes-single,6,111006,199,203776,1214.800687154134,,3032.2437115096127,3977.1797848077331,0.25091577286734035
sep-cmaes-single,6,111006,224,229376,1145.6866277058919,,9540.8684732311031,8745.5956484991693,0.22948040103569334
sep-cmaes-single,6,111006,249,254976,1116.8550516764324,,34473.863618815427,26617.083700327341,0.2329587770484603
sep-cmaes-single,6,111006,255,261120,1108.8296559651692,,53029.736300894961,19666.88069333414,0.26279009627628896
sep-cmaes-single,6,111006,273,279552,1089.2702051798503,,150317.02078154494,21172.732816047974,0.2563239913681763
sep-cmaes-single,6,111006,298,305152,1073.8267135620117,,467704.87994485797,28709.609398475412,0.21926390189098638
sep-cmaes-single,6,111006,323,330752,1065.0859985351562,,1776279.2417120079,42708.62686071013,0.23209442588198725
sep-cmaes-single,6,111006,348,356352,1060.1918589274089,,7218156.736857879,67145.992289106696,0.24010922344410637
sep-cmaes-single,6,111006,373,381952,1055.3146502176921,,25490499.994116209,66453.978984124886,0.24781760604124548
sep-cmaes-single,6,111006,397,406528,1053.5529225667317,,55232293.259414703,178528.34697651031,0.20482756048873416
sep-cmaes-single,6,111006,422,432128,1049.1799405415852,,205358965.38094574,83469.320308669412,0.16977592983120293
sep-cmaes-single,6,111006,447,457728,1045.9018821716309,,676258010.51005805,19529.267750126914,0.080442612178708656
sep-cmaes-single,6,111006,472,483328,1044.5810546875,,956523991.29722917,38406.088649227808,0.044993585426706333
sep-cmaes-single,6,111006,497,508928,1043.7686246236165,,1908106226.5458546,393789.6263934559,0.041426993559864268
sep-cmaes-single,6,111006,521,533504,1043.5030619303386,,3940708026.5819702,461947.34124481509,0.029575195012327339
sep-cmaes-single,6,111006,546,559104,1043.3421262105305,,6152275656.0540571,843665.42145046534,0.020038114304093475
sep-cmaes-single,6,111006,571,584704,1043.1930720011394,,11481580666.902349,1578880.0888906992,0.021181503457988398
