arm,block,seed,iteration,evaluations,bestCost,populationSpread,sigma,conditionNumber,distributionExtent,restart
sep-r32-l64,1,117001,1,64,30496.502454121906,,0.25382278361386312,1.0348010119584266,0.23194781558159006,0
sep-r32-l64,1,117001,10,640,2014.3973299662273,,0.27632157162992105,3.3087695266185495,0.30896891275644084,0
sep-r32-l64,1,117001,20,1280,1781.1961682637532,,0.3116234591172769,4.6219669275168798,0.33792330682474608,0
sep-r32-l64,1,117001,80,5120,1384.6574554443359,,0.1433845703153861,37.398977161241625,0.14596438983624316,0
sep-r32-l64,1,117001,397,25408,1270.599026997884,,0.034249017783174331,13245.821263842081,0.017689586300412379,0
sep-r32-l64,1,117001,798,51072,1270.1008071899414,,0.30169234242740933,2.7415831629883596,0.31478265919562498,0
sep-r32-l64,1,117001,1197,76608,1261.7972984313965,,0.069853328287029212,16784.183123273349,0.028227967282749889,0
sep-r32-l64,1,117001,1593,101952,1243.2470245361328,,2.6985068985120022,80116.002347348651,0.097123723012805266,0
sep-r32-l64,1,117001,1988,127232,1229.0291201273601,,8.6058155265761958,2857370.341802523,0.029603293805422922,0
sep-r32-l64,1,117001,2394,153216,1228.8934987386067,,2.881191571201335,274915770406.30054,0.015406976272457927,0
sep-r32-l64,1,117001,2793,178752,1228.8934987386067,,0.12902497403265845,4180.7808236286464,0.052237935309654232,0
sep-r32-l64,1,117001,3192,204288,1228.8934987386067,,0.079052253964848426,1080303.2042173482,0.0153545684837238,0
sep-r32-l64,1,117001,3591,229824,1228.8934987386067,,0.045605713059770001,3553279134.5182409,0.0057579645678933113,0
sep-r32-l64,1,117001,3969,254016,1169.4614206949871,,0.13297261176610081,917.09801118518374,0.094944923377475815,0
sep-r32-l64,1,117001,4368,279552,1075.111853281657,,0.029309513449727084,293677.13040246553,0.010429756933903507,0
sep-r32-l64,1,117001,4767,305088,1074.8032557169597,,0.19783803797879371,5.4926177241959522,0.17782785703262446,0
sep-r32-l64,1,117001,5166,330624,1074.8032557169597,,0.20392114077839171,69353.254425343446,0.13353967425983859,0
sep-r32-l64,1,117001,5565,356160,1074.8032557169597,,0.038883129918253816,39246743.448398158,0.022032183167946744,0
sep-r32-l64,1,117001,5964,381696,1074.8032557169597,,0.13174531835098446,23.699360633516083,0.12036811406196982,0
