arm,block,seed,stage,iteration,evaluations,bestCost,populationSpread,sigma,conditionNumber,distributionExtent,restart
pol-none,1,130001,0,2784,178135,703.97793706258142,,0.42817805183443486,7.4663358388653629,0.36349188524435905,17
pol-none,1,130001,0,2830,181079,703.97793706258142,,0.43757454297416482,1241.7684740496372,0.054130054255133495,17
pol-none,1,130001,0,2899,185495,703.97793706258142,,0.47584166052662508,1271655.9425806934,0.0068399395858348942,17
pol-none,1,130001,0,2945,188439,703.97793706258142,,0.45927359873709539,8.1315795790407837,0.54618040564550785,18
pol-none,1,130001,0,2986,191063,703.82000605265296,,0.48385511804408521,139.45874423726374,0.059722958664367984,18
pol-none,1,130001,0,3030,193879,703.25469207763672,,0.18320646536102886,8675.2024237882288,0.0071090821259850064,18
pol-none,1,130001,0,3083,197271,703.24639383951819,,0.10787883046675238,10727490.5034068,0.0026664906064345667,18
pol-none,1,130001,0,3129,200215,703.24639383951819,,0.25765150489662275,229.55199766570504,0.10988406828528297,19
pol-none,1,130001,0,3198,204631,703.24639383951819,,0.049302595344565867,91470.498206592296,0.00080921939259469169,19
pol-none,1,130001,0,3244,207575,703.24639383951819,,0.29884732738385544,166.26254294276401,0.16811435046921375,20
pol-none,1,130001,0,3290,210519,703.24639383951819,,0.66627776948583506,23948.066998812203,0.052853455195689111,20
pol-none,1,130001,0,3336,213463,703.24639383951819,,0.17405708061340769,3996617.0120289931,0.0048949180405215009,20
pol-none,1,130001,0,3382,216407,703.24639383951819,,0.21418480220774802,25760453.960585885,0.00115047547417425,20
pol-none,1,130001,0,3428,219351,703.24639383951819,,0.38964707940226334,26.262005193327795,0.29546562146366689,21
pol-none,1,130001,0,3497,223767,703.24639383951819,,0.69199610324998562,72842.16299712591,0.031268409307453164,21
pol-none,1,130001,0,3543,226711,703.24639383951819,,0.32555899716633679,5178594.2385925893,0.0059011399993817914,21
pol-none,1,130001,0,3589,229655,703.24639383951819,,0.24371659083301681,27.934027241943394,0.2518426302820268,22
pol-none,1,130001,0,3635,232599,703.24639383951819,,0.41699625619179531,13827.463794916683,0.11131112404412391,22
pol-none,1,130001,0,3681,235543,703.24639383951819,,0.32211843153410058,687017.73545605072,0.0072576561626389634,22
pol-none,1,130001,0,3727,238487,703.24639383951819,,0.30505792760001932,35970024.169801645,0.003527277867935474,22
pol-none,1,130001,0,3773,241431,703.24639383951819,,0.51774332303201132,31108462.972554542,0.0009761048909875667,22
pol-none,1,130001,0,3842,245847,703.24639383951819,,0.27982351258904792,9804.53269656663,0.041179673889150725,23
pol-none,1,130001,0,3888,248791,703.24639383951819,,0.21756029081310535,16563592.144784467,0.017697257420740149,23
pol-none,1,130001,0,3934,251735,703.24639383951819,,0.1773127716932254,766628669.79986799,0.0090210381545043888,23
pol-none,1,130001,0,3980,254679,703.24639383951819,,0.14487707518211532,5426891654.2627735,0.0043471301086447827,23
pol-none,1,130001,0,4026,257623,703.24639383951819,,0.34821011680517983,300.22844830309606,0.10660573529528256,24
pol-none,1,130001,0,4072,260567,703.24639383951819,,0.52567954304330844,79504.143871404929,0.032047859923752996,24
pol-none,1,130001,0,4141,264983,703.24639383951819,,0.10204602538714044,7867695.0226734206,0.00069930211443056025,24
pol-none,1,130001,0,4187,267927,703.24639383951819,,0.27077632645754973,2165.2336561381994,0.11206412516082599,25
pol-none,1,130001,0,4233,270871,703.24639383951819,,0.16732614712909619,1793581.7701424663,0.011902949780330798,25
pol-none,1,130001,0,4279,273815,703.24639383951819,,0.094523411926316775,5405185.4604892274,0.0015482662690373299,25
pol-none,1,130001,0,4325,276759,703.24639383951819,,0.31902125679764592,31.710749706342142,0.30176597107955078,26
pol-none,1,130001,0,4371,279703,703.24639383951819,,0.5705721913213192,16206.221440525878,0.10348948946545958,26
pol-none,1,130001,0,4440,284119,703.24639383951819,,0.28126743267224957,2559736.1316612358,0.0075313561618073812,26
pol-none,1,130001,0,4486,287063,703.24639383951819,,0.36990970682444757,1226896.1126367347,0.0013364180751298234,26
pol-none,1,130001,0,4532,290007,703.24639383951819,,0.43083260275451041,238.73574881098409,0.098837182373706228,27
pol-none,1,130001,0,4578,292951,703.24639383951819,,0.7805952509406161,51675.623689326305,0.027984289319227394,27
pol-none,1,130001,0,4624,295895,703.24639383951819,,0.45338826936148069,4974413.3632296575,0.0060176938839435869,27
pol-none,1,130001,0,4670,298839,703.24639383951819,,0.32677227867788033,5166712.0960558429,0.00097496560889583854,27
pol-none,1,130001,0,4716,301783,703.24639383951819,,0.3999628018403476,612.96073914610145,0.098370244349083424,28
pol-none,1,130001,0,4785,306199,703.24639383951819,,0.09137075672697155,5011503.2163401665,0.0043851806368383692,28
pol-none,1,130001,0,4831,309143,703.24639383951819,,0.37551408731582187,678.36445851362521,0.16677857890924186,29
pol-none,1,130001,0,4877,312087,703.24639383951819,,0.29727380319289043,180051.3800620707,0.018784886647907697,29
pol-none,1,130001,0,4923,315031,703.24639383951819,,0.35995313893063385,395817.08382877731,0.0068504493782418924,29
pol-none,1,130001,0,4969,317975,703.24639383951819,,0.42113676071413392,50586.250366888497,0.00039038589172402934,29
pol-none,1,130001,0,5015,320919,703.24639383951819,,0.38554457949400633,246.4406670525058,0.080181958700207306,30
pol-none,1,130001,0,5084,325335,703.24639383951819,,0.11341133839225363,172960782.22484487,0.016683858023656673,30
pol-none,1,130001,0,5130,328279,703.24639383951819,,0.26795574822683615,25.836693538157583,0.21283965023054655,31
pol-none,1,130001,0,5176,331223,703.24639383951819,,0.059540540714908656,3538.7502995135387,0.0052004124706422697,31
pol-none,1,130001,0,5222,334167,703.24639383951819,,0.022928175778962851,320901.58677122259,0.00041159622562699817,31
pol-none,1,130001,0,5268,337111,703.24639383951819,,0.44623344061381293,533.41003358815874,0.15271677853349674,32
pol-none,1,130001,0,5314,340055,703.24639383951819,,0.52150720002531203,45712.198188878006,0.022091339702266188,32
pol-none,1,130001,0,5360,342999,703.24639383951819,,0.38875658489176279,12730629.353456149,0.0071529822982259522,32
pol-none,1,130001,0,5429,347415,703.24639383951819,,0.28595690417246483,11.102697391759612,0.17179846498494541,33
pol-none,1,130001,0,5475,350359,703.24639383951819,,0.084982027203233002,2515.2996059347861,0.0048892318738402206,33
pol-none,1,130001,0,5521,353303,703.24639383951819,,0.034364303530463061,213544.87997791255,0.00039776333574842221,33
pol-none,1,130001,0,5567,356247,703.24639383951819,,0.33560032825285513,67.057155410230038,0.19256698837777986,34
pol-none,1,130001,0,5613,359191,703.24639383951819,,0.51704401238378872,23413.474316779637,0.038094267451400328,34
pol-none,1,130001,0,5659,362135,703.24639383951819,,0.15095940930216797,7471144.1369651314,0.0050965444433872468,34
pol-none,1,130001,0,5728,366551,703.24639383951819,,0.23229273537123502,1808291.8678261812,0.00020373688807961854,34
pol-none,1,130001,0,5774,369495,703.24639383951819,,0.27794400930237723,53.55342261676774,0.13368097323614844,35
pol-none,1,130001,0,5820,372439,703.24639383951819,,0.47126401585502425,32627.425356814172,0.039414633872945068,35
pol-none,1,130001,0,5866,375383,703.24639383951819,,0.22404743703352384,1586319.7447293093,0.0058993740054718129,35
pol-none,1,130001,0,5912,378327,703.24639383951819,,0.40441444358160628,10.109125668098256,0.39841801232687163,36
pol-none,1,130001,0,5958,381271,703.24639383951819,,0.27923961416607213,6813.7282138340524,0.041446990513905387,36
pol-none,1,130001,0,6027,385687,703.24639383951819,,0.30226810336908266,19.063220245702212,0.18108641341710374,37
pol-none,1,130001,0,6073,388631,703.24639383951819,,0.69687231097156632,9307.3846900635635,0.089335354558241889,37
pol-none,1,130001,0,6119,391575,703.24639383951819,,0.22167746939130423,9390477.8357951492,0.012630934408746877,37
pol-none,1,130001,0,6165,394519,703.24639383951819,,0.14136413142325263,5232611.0889049135,0.0010535449621681665,37
pol-none,1,130001,0,6211,397463,703.24639383951819,,0.29263143372236977,111.84747138877857,0.076428561557582084,38
pol-none,1,130001,0,6253,400151,703.24258041381836,,0.18293854917239247,6715.387737401401,0.01433107550548263,38
pol-none,1,130001,0,6303,403351,703.20934422810876,,0.12170268197734958,417409.68151678721,0.0022947065872428456,38
pol-none,1,130001,0,6372,407767,703.20934422810876,,0.45157255123475631,396.70398677960401,0.14296111288031038,39
pol-none,1,130001,0,6418,410711,703.20934422810876,,0.43976109510625488,206864.06501527596,0.019186441352712302,39
pol-none,1,130001,0,6464,413655,703.20934422810876,,0.34412599643271452,15392171.504910026,0.0059966207862093496,39
pol-none,1,130001,0,6510,416599,703.20934422810876,,0.50695377639062467,21869823.531890661,0.001629720212119822,39
pol-none,1,130001,0,6556,419543,703.20934422810876,,0.28454374026357709,6.8602357908717311,0.23787548386726859,40
pol-none,1,130001,0,6602,422487,703.20934422810876,,0.26874150792368112,12590.690278164726,0.05095919533955396,40
pol-none,1,130001,0,6671,426903,703.20934422810876,,0.077272582093820791,2065735.5927415804,0.0016694032822523251,40
pol-none,1,130001,0,6717,429847,703.20934422810876,,0.56203597732599697,68.043219053256095,0.17166886167187534,41
pol-none,1,130001,0,6763,432791,703.20934422810876,,0.41005354755093965,119650.70026183296,0.032718286709610925,41
pol-none,1,130001,0,6809,435735,703.20934422810876,,0.13035603543979282,65221909.42941802,0.0051013220440159039,41
pol-none,1,130001,0,6855,438679,703.20934422810876,,0.42597042564880877,10.127803045612488,0.46171940897753688,42
pol-none,1,130001,0,6901,441623,703.20934422810876,,0.56070918919848889,1347.7444604056152,0.10073389148092053,42
pol-none,1,130001,0,6970,446039,703.20934422810876,,0.3444568110606443,3034823.7902517393,0.0037725861926577631,42
pol-none,1,130001,0,7016,448983,703.20934422810876,,0.3017176425391821,2.5280466826851424,0.32325999003040318,43
pol-none,1,130001,0,7062,451927,703.20934422810876,,0.29641928987801303,10102.407429139694,0.1065747965113346,43
pol-none,1,130001,0,7108,454871,703.20934422810876,,0.17791089975683247,540201.76481738489,0.0081325040326093462,43
pol-none,1,130001,0,7154,457815,703.20934422810876,,0.12281160394183901,6762336.7183727045,0.001199742286037404,43
pol-none,1,130001,0,7200,460759,703.20934422810876,,0.32473157497751132,218.76558648279047,0.11010681925566908,44
pol-none,1,130001,0,7246,463703,703.20934422810876,,0.053834947739180503,9999.3505820749433,0.0015924136690127425,44
pol-none,1,130001,0,7315,468119,703.20934422810876,,0.29706618010290109,68.85253465320433,0.16435683565595918,45
pol-none,1,130001,0,7361,471063,703.20934422810876,,0.65900095931100622,32773.644362087187,0.059088229458472356,45
pol-none,1,130001,0,7407,474007,703.20934422810876,,0.1309193214988234,2768553.8984773965,0.0023266929696583441,45
pol-none,1,130001,0,7453,476951,703.20934422810876,,0.1879081292364998,5368545.6557807839,0.00057195646721190283,45
pol-none,1,130001,0,7499,479895,703.20934422810876,,0.70657714579039455,316.90683352697528,0.20785190245200039,46
pol-none,1,130001,0,7545,482839,703.20934422810876,,0.4290426603623152,20897.286639007329,0.019394922127888056,46
pol-none,1,130001,0,7614,487255,703.20934422810876,,0.43465907866217685,5.3184085597383906,0.4450296971770491,47
pol-none,1,130001,0,7660,490199,703.20934422810876,,0.2619276134401235,3246.3454244517006,0.052433903827198931,47
pol-none,1,130001,0,7706,493143,703.20934422810876,,0.088847834236872439,631578.72667356662,0.0029528798494616476,47
pol-none,1,130001,0,7752,496087,703.20934422810876,,0.31750033904591002,27.791003590626293,0.2347653711528436,48
pol-none,1,130001,0,7798,499031,703.20934422810876,,0.41362507326882836,24078.869963657151,0.073147249493698233,48
pol-none,1,130001,0,7844,501975,703.20934422810876,,0.19704334968001666,4533761.4647106072,0.0069599410154941536,48
pol-none,1,130001,0,7890,504919,703.20934422810876,,0.33781133195255747,6.5645366461135612,0.48781690433940067,49
pol-none,1,130001,0,7959,509335,703.20934422810876,,0.086973982932447041,6625.4461762027886,0.0067074208102505762,49
pol-none,1,130001,0,8005,512279,703.20934422810876,,0.031738924693742433,1338068.8889528445,0.00067764279832073764,49
pol-none,1,130001,0,8051,515223,703.20934422810876,,0.33468783468227409,723.92801836596152,0.10942918568411522,50
pol-none,1,130001,0,8097,518167,703.20934422810876,,0.52186870264863272,92580.590623781565,0.018727520934145599,50
pol-none,1,130001,0,8143,521111,703.20934422810876,,0.39119636851858808,6106737.4840029692,0.0043265840056038027,50
pol-none,1,130001,0,8189,524055,703.20934422810876,,0.32149951509532299,7.4841549381946564,0.3361645917541139,51
pol-none,1,130001,0,8258,528471,703.20934422810876,,0.073643636454196471,4774.8583238679103,0.0027852874066405272,51
pol-none,1,130001,0,8304,531415,703.20934422810876,,0.051315080886095189,705744.81462267973,0.00051842390153160117,51
pol-none,1,130001,0,8350,534359,703.20934422810876,,0.27524842670985189,524.8616157430597,0.12141030178352254,52
pol-none,1,130001,0,8396,537303,703.20934422810876,,0.10648828121898621,373043.9171544534,0.011828063450703578,52
pol-none,1,130001,0,8442,540247,703.20934422810876,,0.088120005459137729,8726439.5900517348,0.0026019451867483247,52
pol-none,1,130001,0,8488,543191,703.20934422810876,,0.20208639750495591,3408769.857175922,0.00064473899393917495,52
pol-none,1,130001,0,8557,547607,703.20934422810876,,0.35472948649222436,473.59061797252161,0.090268743802631862,53
pol-none,1,130001,0,8603,550551,703.20934422810876,,0.21405244459177811,961747.68284070003,0.012181138764052359,53
pol-none,1,130001,0,8649,553495,703.20934422810876,,0.1760959388610715,57500067.711663522,0.0034057712501782476,53
pol-none,1,130001,0,8695,556439,703.20934422810876,,0.084596581045720917,2444162.8393662181,0.00013304109287466632,53
pol-none,1,130001,0,8741,559383,703.20934422810876,,0.29592268848244202,517.7643876560121,0.081948740130649442,54
pol-none,1,130001,0,8787,562327,703.20934422810876,,0.25172858145123622,214145.4148103419,0.0098004194743580471,54
pol-none,1,130001,0,8833,565271,703.20934422810876,,0.14699397418851057,890617.65240641264,0.0015127326718946588,54
pol-none,1,130001,0,8902,569687,703.20934422810876,,0.1464591813121833,727.7517139758329,0.00982923754896293,55
pol-none,1,130001,0,8948,572631,703.20934422810876,,0.068836986435291944,30195.503104551939,0.00082702828162288554,55
pol-none,1,130001,0,8994,575575,703.20934422810876,,0.22009564337614682,32.001641012846257,0.14715515456643646,56
pol-none,1,130001,0,9040,578519,703.20934422810876,,0.51711431181159995,31799.005998422817,0.058885039980049896,56
pol-none,1,130001,0,9086,581463,703.20934422810876,,0.15023376087947765,372838.51157476846,0.0025437859448170412,56
pol-none,1,130001,0,9132,584407,703.20934422810876,,0.23681526422106183,231716.17180973414,0.00046092966727926874,56
pol-none,1,130001,0,9201,588823,703.20934422810876,,0.52908744819205633,3967.0555810148726,0.10149201640630294,57
pol-none,1,130001,0,9247,591767,703.20934422810876,,0.34288757691809774,633294.21116804169,0.0090679992030559559,57
pol-none,1,130001,0,9293,594711,703.20934422810876,,0.1930528930437711,20734627.590092037,0.0025389746908506825,57
pol-none,1,130001,0,9339,597655,703.20934422810876,,0.29880244103558218,154.88594972243149,0.15776326497078461,58
pol-none,1,130001,0,9385,600599,703.20934422810876,,1.111477762066768,12366.606331762585,0.081020931064863091,58
pol-none,1,130001,0,9431,603543,703.20934422810876,,0.62780288232383763,2873860.4919936275,0.012527617295557373,58
pol-none,1,130001,0,9500,607959,703.20934422810876,,0.4082759981639868,24.282988553955771,0.34287105998359491,59
pol-none,1,130001,0,9546,610903,703.20934422810876,,0.88541116872897729,4647.7937994294562,0.1308764206113093,59
pol-none,1,130001,0,9592,613847,703.20934422810876,,0.57824885148732286,922067.5017303091,0.010694054084683711,59
pol-none,1,130001,0,9638,616791,703.20934422810876,,0.38352861394977572,13997640.076070627,0.0019867205409460492,59
pol-none,1,130001,0,9684,619735,703.20934422810876,,0.33423268200826589,1097194.9923323866,9.2811224094815556e-05,59
pol-none,1,130001,0,9730,622679,703.20934422810876,,0.29218422754278689,1311.3459934403629,0.07110964353557063,60
pol-none,1,130001,0,9776,625623,703.20934422810876,,0.081015652119793391,902037.88041861122,0.0051509304296011582,60
pol-none,1,130001,0,9845,630039,703.20934422810876,,0.4104958771450129,843.79255459639387,0.13228841426968291,61
pol-none,1,130001,0,9891,632983,703.20934422810876,,0.22559213590165164,536287.36079703132,0.016826292100249364,61
pol-none,1,130001,0,9937,635927,703.20934422810876,,0.19027858777303555,483801.06797309651,0.001664953166168554,61
pol-none,1,130001,0,9983,638871,703.20934422810876,,0.31288109536801995,342.71302250646465,0.16161705554096517,62
pol-none,1,130001,0,10029,641815,703.20934422810876,,0.19304494227968721,86622.492207412535,0.013898525470218963,62
pol-none,1,130001,0,10075,644759,703.20934422810876,,0.12771002648925928,4635670.401397977,0.0035681252060086291,62
pol-none,1,130001,0,10144,649175,703.20934422810876,,0.35608955520286134,149.33449702332143,0.16136668253185771,63
pol-none,1,130001,0,10190,652119,703.20934422810876,,0.077706419864168277,469206.91542817687,0.013390352258109478,63
pol-none,1,130001,0,10236,655063,703.20934422810876,,0.041075463359319317,114147636.40653996,0.0044233058280653591,63
pol-none,1,130001,0,10282,658007,703.20934422810876,,0.31395636234826546,726.91537427926801,0.084475616883807447,64
pol-none,1,130001,0,10328,660951,703.20934422810876,,0.39080014541731889,206855.61481788222,0.017008364985374429,64
pol-none,1,130001,0,10374,663895,703.20934422810876,,0.15145652764489681,6036303.4774847394,0.0016570987672903316,64
pol-none,1,130001,0,10420,666839,703.20934422810876,,0.37121659111439642,247.24044574822037,0.14873346281734071,65
pol-none,1,130001,0,10489,671255,703.20934422810876,,0.40392880861522529,1357460.9647535298,0.012007494826823683,65
pol-none,1,130001,0,10535,674199,703.20934422810876,,0.47919231846499838,9400855.3165956009,0.0044289913544209702,65
pol-none,1,130001,0,10581,677143,703.20934422810876,,0.43886612644468725,11.604771662074677,0.27843457948045613,66
pol-none,1,130001,0,10627,680087,703.20934422810876,,0.34870382325864202,4534.9204904875387,0.03494075150037404,66
pol-none,1,130001,0,10673,683031,703.20934422810876,,0.10805490393992945,9167787.5679940712,0.0086427566670257226,66
pol-none,1,130001,0,10719,685975,703.20934422810876,,0.050842145123569639,1905622821.9723258,0.003698154129789793,66
pol-none,1,130001,0,10788,690391,703.20934422810876,,0.41323493873537842,17043.577714602317,0.058442521191454523,67
pol-none,1,130001,0,10834,693335,703.20934422810876,,0.11911340768036914,6986680.8974474501,0.0051363361975199362,67
pol-none,1,130001,0,10880,696279,703.20934422810876,,0.12513629174129107,5710580.3351306105,0.00064857454459214087,67
pol-none,1,130001,0,10926,699223,703.20934422810876,,0.433298973711574,329.50594776165724,0.12113208461524878,68
pol-none,1,130001,0,10972,702167,703.20934422810876,,0.26752569339686094,124055.04293667684,0.014622407967415993,68
pol-none,1,130001,0,11018,705111,703.20934422810876,,0.14659014175176557,6221162.9254884208,0.0030843450792138092,68
pol-none,1,130001,0,11087,709527,703.20934422810876,,0.3580610440535153,13.315340617616384,0.24202108676452369,69
pol-none,1,130001,0,11133,712471,703.20934422810876,,0.22949368809647908,1432.7966386713301,0.013735921512792213,69
pol-none,1,130001,0,11179,715415,703.20934422810876,,0.088369156618729003,9307.9190783833892,0.00066043330591579311,69
pol-none,1,130001,0,11225,718359,703.20934422810876,,0.36186959312290634,23.35695246855169,0.28196691862738499,70
pol-none,1,130001,0,11271,721303,703.20934422810876,,0.48260488415973607,20444.930556746749,0.080569847162071176,70
pol-none,1,130001,0,11317,724247,703.20934422810876,,0.14982712784582861,12080569.96709257,0.0096994778168811163,70
pol-none,1,130001,0,11363,727191,703.20934422810876,,0.5016169794696812,8.6342798711640114,0.57467130612434913,71
pol-none,1,130001,0,11432,731607,703.20934422810876,,0.40815835556248692,35273.413313929057,0.023168770547235339,71
pol-none,1,130001,0,11478,734551,703.20934422810876,,0.087938236393278191,6074114.4254133236,0.0018053802515567833,71
pol-none,1,130001,0,11524,737495,703.20934422810876,,0.26786683972551767,210.74662594867007,0.16205989575882437,72
pol-none,1,130001,0,11570,740439,703.20934422810876,,0.3588030241887819,28615.373394812585,0.030957958829849849,72
pol-none,1,130001,0,11616,743383,703.20934422810876,,0.13375212724047517,4726004.9606184522,0.004358212628759869,72
pol-none,1,130001,0,11662,746327,703.20934422810876,,0.19941902030237621,1628794.9125535132,0.00059668607543451305,72
pol-none,1,130001,0,11731,750743,703.20934422810876,,0.44171655717341796,376.16487656085803,0.1041503727993586,73
pol-none,1,130001,0,11777,753687,703.20934422810876,,0.39909519299312884,3423.452577580857,0.012372255957114305,73
pol-none,1,130001,0,11823,756631,703.20934422810876,,0.25673992874823387,239701.34647160006,0.0023124398668329027,73
pol-none,1,130001,0,11869,759575,703.20934422810876,,0.45954373096444967,54.13088305155113,0.25906534549911214,74
pol-none,1,130001,0,11915,762519,703.20934422810876,,0.29538488517088096,16733.364005431806,0.035311476432862046,74
pol-none,1,130001,0,11961,765463,703.20934422810876,,0.13646209584152993,73433156.225179225,0.013139212037264959,74
pol-none,1,130001,0,12030,769879,703.20934422810876,,0.17307889526811343,625.14438888466452,0.022687768726825569,75
pol-none,1,130001,0,12076,772823,703.20934422810876,,0.070172831340736194,18396.370645375147,0.0013031662181701019,75
pol-none,1,130001,0,12099,774295,703.20934422810876,,0.034911644413523985,380429.65910128836,0.00042532673906358817,75
pol-none,1,130001,1,12110,775001,703.16182072957361,,0.26810515595661571,1.7042830757086476,0.27009836512459756,0
pol-none,1,130001,1,12160,778201,687.29295984903968,,0.14131632050391474,767.52772726326702,0.017336175835932045,0
pol-none,1,130001,1,12211,781465,687.19525146484375,,0.094855333930571814,15826.320680731522,0.0014046174567700562,0
