arm,block,seed,iteration,evaluations,bestCost,populationSpread,sigma,conditionNumber,distributionExtent,restart
sep-r2-l1024,1,111013,968,991232,1052.5381533304851,,61741496507654736,468546859.35396534,0.0033066530215700696,0
sep-r2-l1024,1,111013,993,1016832,1052.5381533304851,,58031104331306568,834142970.27733529,0.0036650002383513008,0
sep-r2-l1024,1,111013,1017,1041408,1052.5381533304851,,52376740413781800,672493924.08547843,0.0025453046800472351,0
sep-r2-l1024,1,111013,1042,1067008,1052.5381533304851,,56334378537748544,1102801772.6893222,0.0024730283657225893,0
sep-r2-l1024,1,111013,1067,1092608,1052.5381533304851,,55728272605978016,20770235501.760048,0.0030142480785237563,0
sep-r2-l1024,1,111013,1092,1118208,1052.5381533304851,,54156422056944088,17756744741.097511,0.002646010513915957,0
sep-r2-l1024,1,111013,1117,1143808,1052.5381533304851,,51413307690833704,29721076948.736313,0.0030751929323865777,0
sep-r2-l1024,1,111013,1142,1169408,1052.5381533304851,,2.2442882386855367,10.886924346833062,0.44634451466691377,0
sep-r2-l1024,1,111013,1166,1193984,1052.5381533304851,,5.182635070654948,40.862996215454523,0.29099039941239951,0
sep-r2-l1024,1,111013,1191,1219584,1052.5381533304851,,11.262535118431435,1087.9974566308613,0.22258081393689436,0
sep-r2-l1024,1,111013,1216,1245184,1052.5381533304851,,24.099898603669306,11100.182185904736,0.22616372924774064,0
sep-r2-l1024,1,111013,1241,1270784,1052.5381533304851,,70.35487279928833,9647.4937364675443,0.26877777411567311,0
sep-r2-l1024,1,111013,1266,1296384,1052.5381533304851,,258.18834514824908,2831.0583689638756,0.25492571450202678,0
sep-r2-l1024,1,111013,1290,1320960,1052.5381533304851,,887.46799283923735,6254.5494507701887,0.24763975469027799,0
sep-r2-l1024,1,111013,1315,1346560,1052.5381533304851,,2929.7411889075338,24119.466477500169,0.26618775704859055,0
sep-r2-l1024,1,111013,1340,1372160,1052.5381533304851,,8887.4562625660019,37625.898430671601,0.22751945404183374,0
sep-r2-l1024,1,111013,1365,1397760,1052.5381533304851,,31841.766671974478,52246.463599250841,0.23429390525631921,0
sep-r2-l1024,1,111013,1390,1423360,1052.5381533304851,,138490.20468242595,21160.308101244558,0.18380906163551691,0
sep-r2-l1024,1,111013,1414,1447936,1052.5381533304851,,522942.05638032901,8275.2464863575624,0.098986780366777355,0
sep-r2-l1024,1,111013,1439,1473536,1046.4238751729329,,2303301.4556220244,3703.4654325198167,0.062282564436726404,0
sep-r2-l1024,1,111013,1464,1499136,1035.0585517883301,,13572695.266769938,1542.7775903004522,0.06383683262611832,0
sep-r2-l1024,1,111013,1489,1524736,1023.2483825683594,,54273846.638789758,1663.9731971868896,0.053306648784882484,0
sep-r2-l1024,1,111013,1514,1550336,1009.1298395792643,,332322007.99490643,1352.5493841179145,0.057557605874612047,0
sep-r2-l1024,1,111013,1538,1574912,999.06900914510095,,1163017651.3209648,3241.552505442331,0.041518501447828871,0
sep-r2-l1024,1,111013,1563,1600512,993.09018325805664,,4737571558.0461149,3222.0564943582285,0.034888332888972126,0
sep-r2-l1024,1,111013,1588,1626112,990.05203374226892,,14195523339.63829,3455.1704446761246,0.023145177051103527,0
sep-r2-l1024,1,111013,1613,1651712,987.99894205729163,,47983128204.630814,6723.9393718966448,0.024331141363343526,0
sep-r2-l1024,1,111013,1638,1677312,986.57593154907227,,130325997478.32849,4978.2170767266025,0.018306590656503554,0
sep-r2-l1024,1,111013,1662,1701888,985.62056859334314,,375268623443.15845,5341.0014743436459,0.017239094694049637,0
sep-r2-l1024,1,111013,1687,1727488,984.96770858764648,,950244961382.23279,5586.3160585288342,0.013127712053813908,0
sep-r2-l1024,1,111013,1712,1753088,983.91008758544922,,1880921785171.5813,8993.5410993955429,0.012253488637200332,0
sep-r2-l1024,1,111013,1737,1778688,983.16043980916345,,4054710945015.3091,20488.017453277036,0.0086527189840062517,0
sep-r2-l1024,1,111013,1762,1804288,982.69205729166663,,10164139556664.232,52579.076541976174,0.0077044771151037524,0
sep-r2-l1024,1,111013,1786,1828864,982.44249852498376,,23887887490890.574,194413.60219406112,0.0073138072495442944,0
sep-r2-l1024,1,111013,1811,1854464,982.25391006469727,,26750520166863.688,680927.9767012042,0.0058017917102301678,0
sep-r2-l1024,1,111013,1836,1880064,982.11166254679358,,38233364927405.562,4114031.9173074588,0.0045672637073510035,0
sep-r2-l1024,1,111013,1861,1905664,982.05287933349609,,65324768734147.352,28055692.911555007,0.0048313792253296371,0
sep-r2-l1024,1,111013,1886,1931264,982.03325907389319,,118798725688696.94,166003736.2069205,0.0052886280239704117,0
sep-r2-l1024,1,111013,1910,1955840,982.02285385131836,,181927642473693.34,352358439.99296755,0.005038766065047039,0
sep-r2-l1024,1,111013,1935,1981440,982.01815160115564,,233435512899780.44,438852088.9111613,0.0038141554200329291,0
sep-r2-l1024,1,111013,1960,2007040,982.01815160115564,,329911938139455.25,7227380499.8374586,0.0044401273433658985,0
sep-r2-l1024,1,111013,1985,2032640,982.00312932332361,,623651081204065,12709766328.363485,0.0046883438259727366,0
sep-r2-l1024,1,111013,2010,2058240,982.0013542175293,,1025420906740923.2,17996351113.26968,0.0039332224188317298,0
sep-r2-l1024,1,111013,2034,2082816,982.0013542175293,,1763155969413038.2,10189881291.733925,0.0031122816427991877,0
sep-r2-l1024,1,111013,2059,2108416,982.0013542175293,,2015600280467708.2,52385065424.039825,0.0035963109323204562,0
sep-r2-l1024,1,111013,2084,2134016,982.0013542175293,,1976577658712762.2,113015938721.21919,0.0034439980451167989,0
sep-r2-l1024,1,111013,2109,2159616,982.0013542175293,,1897694034295674.5,108345933294.70384,0.0030979163438905272,0
sep-r2-l1024,1,111013,2134,2185216,982.0013542175293,,2158942678940853.5,253279518909.06888,0.003397084175223095,0
sep-r2-l1024,1,111013,2159,2210816,982.0013542175293,,1916021773818202.5,231091861039.01517,0.0028931104759564227,0
sep-r2-l1024,1,111013,2171,2223104,982.0013542175293,,1816354379057816.2,61544125179.339485,0.0017444661404697238,0
sep-r8-l256,1,111013,1,256,31328.683664957684,,0.24698464406374043,1.0725248501631166,0.13380500142152063,0
sep-r8-l256,1,111013,5,1280,2923.7239290873208,,0.42137679813479423,6.0639254651559051,0.34096646452451007,0
sep-r8-l256,1,111013,102,26112,1296.9345652262371,,4.732065397800663,4104.7993285298817,0.21835861345238067,0
sep-r8-l256,1,111013,160,40960,1275.8432388305664,,20.501150660167976,110414.50258522846,0.202541294086825,0
sep-r8-l256,1,111013,201,51456,1269.2382456461589,,92.819796246619305,56372.477550464006,0.25070142648738852,0
sep-r8-l256,1,111013,300,76800,1256.3801027933757,,3360.5370194346074,89637.606660648176,0.23623561533098977,0
sep-r8-l256,1,111013,398,101888,1251.2130597432454,,21799.48584895434,567521.87992352422,0.076017603543462597,0
sep-r8-l256,1,111013,498,127488,1250.0194028218586,,138619.68877529702,5842526.767111565,0.027748077139191835,0
sep-r8-l256,1,111013,596,152576,1249.8958969116211,,283210.29206626839,166425805.44645318,0.0072950126090351617,0
sep-r8-l256,1,111013,696,178176,1249.8797861735027,,730982.83720762527,1887322263.0016353,0.0038608493954230085,0
sep-r8-l256,1,111013,798,204288,1249.8797861735027,,2126842.0888397633,5779811533.342062,0.0046946305328487573,0
sep-r8-l256,1,111013,894,228864,1249.8797861735027,,1.2782568757759138,318.50730934507277,0.26088348202677991,0
sep-r8-l256,1,111013,993,254208,1132.3698908487956,,20.195131270544227,1232.0721696977055,0.25797764473544965,0
sep-r8-l256,1,111013,1092,279552,973.90189615885413,,488.80797565334649,2455.9386549909937,0.071603523276063105,0
sep-r8-l256,1,111013,1194,305664,929.14408493041992,,46658.535599469215,1272.7244406047614,0.033475384816532554,0
sep-r8-l256,1,111013,1290,330240,897.14653269449866,,1790079.385324372,2859.7140108998551,0.014598981271952503,0
sep-r8-l256,1,111013,1392,356352,893.50693130493164,,3880087.9043557676,117427.9981273907,0.0041725148408075551,0
sep-r8-l256,1,111013,1494,382464,893.11152140299475,,4725463.5888760043,325036847.05280674,0.0040794203485034607,0
sep-r8-l256,1,111013,1590,407040,893.11152140299475,,5814056.4143844713,10831378339.677359,0.0032070423968982901,0
sep-r8-l256,1,111013,1692,433152,893.11152140299475,,4.4449912628291584,4654.5196454735606,0.24132603250607332,0
sep-r8-l256,1,111013,1788,457728,893.11152140299475,,67.152767468873861,4517.1397979923513,0.071827874131989169,0
sep-r8-l256,1,111013,1890,483840,893.11152140299475,,3338.4908510970599,13028.664253366705,0.075042316624774091,0
sep-r8-l256,1,111013,1986,508416,893.11152140299475,,14500.89407625035,7762.8682702848573,0.019007917958993023,0
sep-r8-l256,1,111013,2088,534528,893.11152140299475,,7018620.0963190822,2023.3212038414658,0.060283118831906728,0
sep-r8-l256,1,111013,2184,559104,893.11152140299475,,35925052.544952825,16340.69660664794,0.017745097932633621,0
sep-r8-l256,1,111013,2286,585216,893.11152140299475,,101390053.46628185,9132375.1890326757,0.0068716199467051863,0
sep-r8-l256,1,111013,2382,609792,893.11152140299475,,594058563.17224169,181675429.40866119,0.0051445206492263633,0
sep-r8-l256,1,111013,2484,635904,893.11152140299475,,4549332001.8531437,2165403512.4696355,0.004938170194984143,0
sep-r8-l256,1,111013,2580,660480,893.11152140299475,,6161277176.1338758,7412644078.8749208,0.0046450083348476201,0
sep-r8-l256,1,111013,2682,686592,893.11152140299475,,3.5413627559350913,2290.4685934165923,0.19310542705352837,0
sep-r8-l256,1,111013,2784,712704,893.11152140299475,,39.511269318630653,58395.075489766881,0.24684806904179848,0
sep-r8-l256,1,111013,2880,737280,893.11152140299475,,526.1700578750781,90822.018735002479,0.22623038139244142,0
sep-r8-l256,1,111013,2982,763392,893.11152140299475,,52077.733212026767,13418.952373976026,0.26093147890883223,0
sep-r8-l256,1,111013,3078,787968,893.11152140299475,,1362369.2514481614,58263.249913113694,0.20787165773784416,0
sep-r8-l256,1,111013,3180,814080,893.11152140299475,,33820813.498774983,4516.6046808042429,0.042038376906193713,0
sep-r8-l256,1,111013,3276,838656,893.11152140299475,,210256107.72036612,19383.268013416175,0.027974604927049836,0
sep-r8-l256,1,111013,3378,864768,893.11152140299475,,2134248304.8366456,1567963.6175668503,0.029352682163352659,0
sep-r8-l256,1,111013,3474,889344,893.11152140299475,,4894890233.8850279,213146557.26268303,0.0041486444019945504,0
sep-r8-l256,1,111013,3576,915456,893.11152140299475,,13864184736.425268,7002747260.2762957,0.0059713464621064727,0
sep-r8-l256,1,111013,3672,940032,893.11152140299475,,19898775675.494614,13897843211.53554,0.0045039058502534847,0
sep-r8-l256,1,111013,3774,966144,893.11152140299475,,5.4566699006095405,627.76439689650704,0.21345049532510538,0
sep-r8-l256,1,111013,3870,990720,893.11152140299475,,77.332339685897367,60575.264068630553,0.21045928102791847,0
sep-r8-l256,1,111013,3972,1016832,893.11152140299475,,2235.6114691808361,68225.541608429165,0.074149734297602077,0
sep-r8-l256,1,111013,4068,1041408,893.11152140299475,,46663.346149799203,19367.762526030288,0.016471040042239444,0
sep-r8-l256,1,111013,4170,1067520,893.11152140299475,,101934.54998129306,862135.84261094348,0.0053858345831947806,0
sep-r8-l256,1,111013,4272,1093632,893.11152140299475,,167542.65580754844,18623768.408990052,0.0038249866160850916,0
sep-r8-l256,1,111013,4368,1118208,893.11152140299475,,328098.35464623437,955910693.26884615,0.0040163486326010031,0
sep-r8-l256,1,111013,4470,1144320,893.11152140299475,,0.935456043752246,11.812768063985063,0.42064455936623713,0
sep-r8-l256,1,111013,4566,1168896,893.11152140299475,,5.7773180418537509,24313.976011606905,0.25231009914273378,0
sep-r8-l256,1,111013,4668,1195008,893.11152140299475,,185.66406018271812,99597.221583103936,0.24799152628684387,0
sep-r8-l256,1,111013,4764,1219584,893.11152140299475,,11513.521045608635,21161.663947105255,0.2381110144053,0
sep-r8-l256,1,111013,4866,1245696,893.11152140299475,,433538.1848540185,1726.002977682755,0.052840996455654501,0
sep-r8-l256,1,111013,4962,1270272,893.11152140299475,,3066327.6957369414,6675.767302739665,0.012622001234809412,0
sep-r8-l256,1,111013,5064,1296384,893.11152140299475,,66284835.502886102,19124.791463063088,0.0073228242483024701,0
sep-r8-l256,1,111013,5160,1320960,893.11152140299475,,588941112.44904995,16295254.926360063,0.006448786205104742,0
sep-r8-l256,1,111013,5262,1347072,893.11152140299475,,2052070493.9053464,1391326282.4010634,0.0062528670358348365,0
sep-r8-l256,1,111013,5358,1371648,893.11152140299475,,0.28443149273789253,2.1706311885518836,0.19201961575168611,0
sep-r8-l256,1,111013,5460,1397760,893.11152140299475,,4.8134844441938052,2699.6416725981435,0.19189585961141215,0
sep-r8-l256,1,111013,5562,1423872,893.11152140299475,,131.60079944494083,20328.926409299136,0.24363106995342573,0
sep-r8-l256,1,111013,5658,1448448,893.11152140299475,,2580.3269832085248,51551.051945445637,0.13722584713311692,0
sep-r8-l256,1,111013,5760,1474560,893.11152140299475,,242669.77998929497,5080.9669030848536,0.04964184334998243,0
sep-r8-l256,1,111013,5856,1499136,893.11152140299475,,15660514.154650256,4267.0890836383296,0.027787716517661355,0
sep-r8-l256,1,111013,5958,1525248,893.11152140299475,,170725322.312608,11574.972011204713,0.011124263970057184,0
sep-r8-l256,1,111013,6054,1549824,893.11152140299475,,321622793.79501152,1336476.7645628611,0.0032499546824791034,0
sep-r8-l256,1,111013,6156,1575936,893.11152140299475,,813682258.57645583,5248236084.9428644,0.0041796447392913579,0
sep-r8-l256,1,111013,6252,1600512,893.11152140299475,,1903646107.9215565,11123799939.097166,0.0039749629322747646,0
sep-r8-l256,1,111013,6354,1626624,893.11152140299475,,2.1527155496289105,2938.6714896011022,0.2178282250179748,0
sep-r8-l256,1,111013,6450,1651200,893.11152140299475,,45.803490153674858,344608.03537803539,0.24477603985702512,0
sep-r8-l256,1,111013,6552,1677312,893.11152140299475,,7258.309751392585,47282.802560541451,0.28857467998097419,0
sep-r8-l256,1,111013,6648,1701888,893.11152140299475,,335689.64688186825,75024.2628448545,0.27328537518722257,0
sep-r8-l256,1,111013,6750,1728000,893.11152140299475,,6287422.5476644421,498481.77769566863,0.1942707372854848,0
sep-r8-l256,1,111013,6852,1754112,893.11152140299475,,209625663.04848829,222302.53110362231,0.22192480310501117,0
sep-r8-l256,1,111013,6948,1778688,893.11152140299475,,1839719919.0354948,336738.81185558514,0.10121477888368112,0
sep-r8-l256,1,111013,7050,1804800,893.11152140299475,,15521077850.104321,7983526.9699152932,0.024532546872027716,0
sep-r8-l256,1,111013,7146,1829376,893.11152140299475,,341256102416.14307,113756508.00112967,0.0096452093467002658,0
sep-r8-l256,1,111013,7248,1855488,893.11152140299475,,987899686610.26587,458497949.52901626,0.00432867082386801,0
sep-r8-l256,1,111013,7344,1880064,893.11152140299475,,1027473074067.5211,511146478.34562069,0.0027116839010369229,0
sep-r8-l256,1,111013,7398,1893888,893.11152140299475,,1354281484403.8877,2747256921.8321676,0.0027965202600549605,0
sep-r32-l64,1,111013,1,64,15573.341625213623,,0.26285751382188516,1.1129127401703705,0.25005016104086419,0
sep-r32-l64,1,111013,10,640,2267.4445788065591,,0.26687362217571137,3.1016544020245758,0.30933771322570053,0
sep-r32-l64,1,111013,40,2560,1650.1211268107097,,0.23685140701863291,6.5392849022049084,0.23208432424706454,0
sep-r32-l64,1,111013,80,5120,1428.1247711181641,,0.15424573701654476,25.259439633541341,0.14597217448363936,0
sep-r32-l64,1,111013,160,10240,1273.4890187581379,,0.10491127987715097,732.20508998337903,0.097726498154859356,0
sep-r32-l64,1,111013,399,25536,1068.6397666931152,,0.28249060066186149,5406.4184826797691,0.058703693812113079,0
sep-r32-l64,1,111013,798,51072,1059.958792368571,,0.020168147203156496,213380431.78591874,0.0057528896217363731,0
sep-r32-l64,1,111013,1197,76608,1059.9560381571453,,0.10339576173135061,1133.2095422983768,0.090951989977216971,0
sep-r32-l64,1,111013,1596,102144,1059.9560381571453,,0.032264743197364512,95363555.962633446,0.023665439310981782,0
sep-r32-l64,1,111013,1995,127680,1059.9560381571453,,0.025124847102680658,95159160419.831528,0.012716842867291623,0
sep-r32-l64,1,111013,2394,153216,1059.9560381571453,,0.08827671375558499,3466756733843.4414,0.044421238485611525,0
sep-r32-l64,1,111013,2793,178752,1059.9560381571453,,0.088773686449901829,685.20213820090089,0.025138088770059599,0
sep-r32-l64,1,111013,3192,204288,1059.9560381571453,,0.020903911472860418,32814.814952516012,0.0014379343184055724,0
sep-r32-l64,1,111013,3591,229824,1059.9560381571453,,0.017702576649503921,6343723.460290283,0.00051096541255852743,0
sep-r32-l64,1,111013,3969,254016,1059.9560381571453,,0.20706824294890058,1811.8874803203937,0.19352038378427686,0
sep-r32-l64,1,111013,4368,279552,901.53395462036133,,0.34952682166148963,4663.826085528277,0.0075847237281472402,0
sep-r32-l64,1,111013,4767,305088,899.57799657185876,,0.012143111252764174,10907251.741671963,0.00020530755313984424,0
sep-r32-l64,1,111013,5166,330624,899.57799657185876,,0.26990705275332455,4506.843434081683,0.095164757992342461,0
sep-r32-l64,1,111013,5565,356160,899.57799657185876,,0.043274222734045867,3590538.1915980373,0.0058560350975312521,0
sep-r32-l64,1,111013,5964,381696,899.57799657185876,,0.097489371801457614,308.07774552495738,0.091746642791996222,0
sep-r32-l64,1,111013,6363,407232,899.57799657185876,,0.13991459291268182,15480.845976176712,0.017712682203737062,0
sep-r32-l64,1,111013,6762,432768,899.57799657185876,,0.0079302479930728042,791706697.30071056,0.0016145228739741883,0
sep-r32-l64,1,111013,7161,458304,899.57799657185876,,0.064600807618898068,41171.917563475115,0.020166990741970321,0
sep-r32-l64,1,111013,7560,483840,899.57799657185876,,0.004382139183896923,251566244.1172618,0.0020028608881333117,0
sep-r32-l64,1,111013,7938,508032,899.57799657185876,,0.14382888462653268,7909.7839926542993,0.077949090302603996,0
sep-r32-l64,1,111013,8337,533568,899.57799657185876,,0.02999403262659589,91646584.944815427,0.021503167280555274,0
sep-r32-l64,1,111013,8736,559104,899.57799657185876,,0.15197253140860448,18.809935528963589,0.12132865492560514,0
sep-r32-l64,1,111013,9135,584640,899.57799657185876,,0.15885347152213947,3812.3582146924523,0.018294785541901823,0
sep-r32-l64,1,111013,9534,610176,899.57799657185876,,0.016553580680444952,7904169.0513911974,0.00046671956987317349,0
sep-r32-l64,1,111013,9933,635712,899.57799657185876,,0.083258098117500109,558.75570346385166,0.080858546714376728,0
sep-r32-l64,1,111013,10332,661248,899.57799657185876,,0.21340224039471689,6343.4866613245185,0.021779313803829688,0
sep-r32-l64,1,111013,10731,686784,899.57799657185876,,0.010064770440058464,12205917.989848055,0.00075790461979877318,0
sep-r32-l64,1,111013,11130,712320,899.57799657185876,,0.16049378968283068,2651.4209221646656,0.05989603879830626,0
sep-r32-l64,1,111013,11529,737856,899.57799657185876,,0.049839655663273259,165980.96669836852,0.001475388770667296,0
sep-r32-l64,1,111013,11907,762048,899.57799657185876,,0.11869970904014956,14.41476200446958,0.095693882445852044,0
sep-r32-l64,1,111013,12306,787584,899.57799657185876,,0.37926347564629659,16504.806479424082,0.023598083937487531,0
sep-r32-l64,1,111013,12705,813120,899.57799657185876,,0.060147774514798198,2340602.7834751811,0.0012557226006439048,0
sep-r32-l64,1,111013,13104,838656,899.57799657185876,,0.098984016510530223,1253.7541739237811,0.10710257345067797,0
sep-r32-l64,1,111013,13503,864192,899.57799657185876,,0.1387772321222254,9659.8329314818129,0.0097531498299851388,0
sep-r32-l64,1,111013,13902,889728,899.57799657185876,,0.24923923265153208,228982732.64492434,0.026578950995268646,0
sep-r32-l64,1,111013,14301,915264,899.57799657185876,,0.26618598447205127,12262951610.673468,0.013977658226337323,0
sep-r32-l64,1,111013,14700,940800,899.57799657185876,,0.15046346989145745,184.91881488190714,0.099343340146550496,0
sep-r32-l64,1,111013,15099,966336,899.57799657185876,,0.32092920320736623,2131.3759312679513,0.012595577026639089,0
sep-r32-l64,1,111013,15486,991104,898.58794403076172,,0.030509529400806645,7000956.592656319,0.00082591878981806905,0
sep-r32-l64,1,111013,15876,1016064,898.58785502115882,,0.09008636225248888,357.93808723775646,0.082465767637632761,0
sep-r32-l64,1,111013,16275,1041600,898.58785502115882,,0.17317974122283183,4174.7406788232429,0.011526052239910644,0
sep-r32-l64,1,111013,16674,1067136,898.58785502115882,,0.063469658005018387,577325.13074086956,0.0012780735836902303,0
sep-r32-l64,1,111013,17073,1092672,898.58785502115882,,0.078418289075094502,179.85742683270837,0.072880437805168702,0
sep-r32-l64,1,111013,17472,1118208,898.58785502115882,,0.16052171980008634,186594.49796710987,0.069099939851868686,0
sep-r32-l64,1,111013,17871,1143744,898.58785502115882,,0.0059804543357998138,134192885.56945117,0.0011219840976549496,0
sep-r32-l64,1,111013,18270,1169280,898.58785502115882,,0.16071689082249782,6749.303475616076,0.11771598099388582,0
sep-r32-l64,1,111013,18669,1194816,898.58785502115882,,0.17913977293580499,111916.85903988841,0.011426763847450927,0
sep-r32-l64,1,111013,19068,1220352,898.58785502115882,,0.019114192610827339,3404884.1546266591,0.0004215804800058942,0
sep-r32-l64,1,111013,19467,1245888,898.58785502115882,,0.13259669066310892,4528.5767409972996,0.054848425765069368,0
sep-r32-l64,1,111013,19845,1270080,898.58785502115882,,0.015866157615529775,17303470.119007729,0.0019293567689844865,0
sep-r32-l64,1,111013,20244,1295616,898.58785502115882,,0.10842168932101486,241.72094820736893,0.093943419943074299,0
sep-r32-l64,1,111013,20643,1321152,898.58785502115882,,0.16761886508940044,23465.848803139423,0.024100772364950281,0
sep-r32-l64,1,111013,21042,1346688,898.58785502115882,,0.021014085517548891,836223513.49289179,0.0033889149919982139,0
sep-r32-l64,1,111013,21441,1372224,898.58785502115882,,0.13797361151024506,2122.8009610453332,0.14174740319754445,0
sep-r32-l64,1,111013,21840,1397760,898.58785502115882,,0.35369040611027103,30402.974856047742,0.040956171008350445,0
sep-r32-l64,1,111013,22239,1423296,898.58785502115882,,0.024786297542320784,27403244.141139764,0.001064504694250408,0
sep-r32-l64,1,111013,22638,1448832,898.58785502115882,,0.10949902862954823,12128.745999694744,0.092148950262156665,0
sep-r32-l64,1,111013,23037,1474368,898.58785502115882,,3.8038510212028767,1263.0008017155981,0.033729822492828063,0
sep-r32-l64,1,111013,23436,1499904,898.58785502115882,,2.2342663092570252,1624109.9639967226,0.0035848107596539356,0
sep-r32-l64,1,111013,23814,1524096,898.58785502115882,,33.189728533797897,42888878.023147032,0.0069852492354147344,0
